NO_OF_FRAMES	3291
NO_OF_CAMERAS	10
NO_OF_MARKERS	8
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-01-28, 16:24:35.810	198772.96539480
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Wrist	Pointer	Thumb	Middle	Ring	Pinky
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Wrist X	Wrist Y	Wrist Z	Pointer X	Pointer Y	Pointer Z	Thumb X	Thumb Y	Thumb Z	Middle X	Middle Y	Middle Z	Ring X	Ring Y	Ring Z	Pinky X	Pinky Y	Pinky Z	
1763	17.62000	1366.596	-537.508	1310.552	1352.137	-566.226	1025.302	1598.185	-559.015	1018.822	1779.122	-561.671	999.129	1703.906	-609.256	1045.789	1786.018	-523.237	1017.353	1770.561	-494.800	1018.168	1743.393	-476.794	1020.083
1764	17.63000	1366.644	-537.487	1310.546	1352.087	-566.199	1025.275	1598.131	-559.031	1018.815	1779.141	-561.687	999.159	1703.842	-609.252	1045.760	1786.041	-523.264	1017.381	1770.593	-494.872	1018.257	1743.559	-476.932	1020.011
1765	17.64000	1366.638	-537.506	1310.539	1352.120	-566.245	1025.319	1598.178	-559.012	1018.822	1779.110	-561.695	999.138	1703.878	-609.263	1045.759	1786.054	-523.290	1017.354	1770.674	-494.888	1018.274	1743.708	-477.038	1019.964
1766	17.65000	1366.680	-537.459	1310.565	1352.111	-566.221	1025.295	1598.203	-559.024	1018.816	1779.131	-561.711	999.159	1703.873	-609.265	1045.759	1786.087	-523.343	1017.287	1770.636	-494.901	1018.215	1743.812	-477.105	1020.028
1767	17.66000	1366.706	-537.460	1310.567	1352.137	-566.232	1025.312	1598.209	-558.992	1018.815	1779.133	-561.724	999.205	1703.865	-609.275	1045.772	1786.140	-523.373	1017.150	1770.630	-494.871	1018.109	1743.803	-477.195	1019.996
1768	17.67000	1366.701	-537.470	1310.507	1352.119	-566.262	1025.342	1598.200	-558.979	1018.855	1779.135	-561.743	999.257	1703.867	-609.300	1045.825	1786.209	-523.392	1016.987	1770.640	-494.822	1018.073	1743.844	-477.292	1020.030
1769	17.68000	1366.751	-537.443	1310.597	1352.157	-566.186	1025.275	1598.212	-558.989	1018.809	1779.098	-561.660	999.347	1703.829	-609.299	1045.833	1786.251	-523.395	1016.881	1770.597	-494.727	1018.039	1743.924	-477.400	1020.090
1770	17.69000	1366.768	-537.435	1310.555	1352.114	-566.163	1025.333	1598.198	-558.977	1018.838	1779.082	-561.773	999.648	1703.899	-609.293	1045.858	1786.274	-523.390	1016.805	1770.587	-494.686	1018.051	1743.884	-477.602	1019.915
1771	17.70000	1366.809	-537.428	1310.544	1352.156	-566.182	1025.309	1598.197	-558.961	1018.829	1778.947	-562.571	1000.608	1703.908	-609.222	1045.823	1786.364	-523.422	1016.652	1770.630	-494.764	1018.023	1743.835	-477.915	1019.821
1772	17.71000	1366.804	-537.424	1310.565	1352.156	-566.204	1025.288	1598.208	-558.994	1018.863	1778.968	-562.886	1001.896	1703.897	-609.244	1045.918	1786.295	-523.288	1016.302	1770.712	-494.757	1017.952	1743.875	-478.089	1019.649
1773	17.72000	1366.839	-537.421	1310.556	1352.182	-566.193	1025.325	1598.208	-558.985	1018.883	1778.774	-562.917	1003.798	1703.898	-609.243	1046.012	1786.532	-523.213	1016.110	1770.762	-494.741	1017.830	1743.879	-478.251	1019.476
1774	17.73000	1366.865	-537.434	1310.584	1352.136	-566.214	1025.331	1598.195	-559.019	1018.842	1778.608	-562.285	1006.552	1703.880	-609.255	1046.043	1786.416	-523.646	1015.757	1770.839	-494.854	1017.658	1744.072	-478.528	1019.353
1775	17.74000	1366.885	-537.399	1310.556	1352.155	-566.167	1025.326	1598.191	-559.042	1018.818	1778.001	-561.385	1011.085	1703.979	-609.228	1046.034	1786.515	-523.861	1015.629	1770.939	-495.011	1017.533	1744.185	-478.787	1019.124
1776	17.75000	1366.877	-537.438	1310.548	1352.157	-566.177	1025.312	1598.188	-559.083	1018.779	1776.962	-558.886	1017.751	1704.001	-609.211	1045.990	1786.436	-524.329	1015.435	1771.054	-495.154	1017.402	1744.264	-479.186	1018.940
1777	17.76000	1366.886	-537.428	1310.528	1352.179	-566.206	1025.319	1598.207	-559.095	1018.766	1774.699	-555.782	1025.474	1703.987	-609.295	1046.041	1786.440	-524.573	1015.341	1771.159	-495.413	1017.315	1744.559	-479.417	1018.918
1778	17.77000	1366.877	-537.437	1310.555	1352.163	-566.215	1025.342	1598.198	-559.136	1018.747	1771.386	-552.738	1034.221	1703.953	-609.261	1046.207	1786.450	-524.698	1015.315	1771.312	-495.640	1017.242	1744.923	-479.746	1018.841
1779	17.78000	1366.872	-537.437	1310.561	1352.180	-566.200	1025.321	1598.187	-559.152	1018.710	1766.816	-548.966	1042.184	1703.905	-609.259	1046.325	1786.413	-524.795	1015.287	1771.438	-495.818	1017.235	1745.006	-479.949	1018.404
1780	17.79000	1366.937	-537.442	1310.569	1352.180	-566.199	1025.325	1598.206	-559.099	1018.759	1761.640	-545.800	1049.140	1703.927	-609.122	1046.458	1786.455	-524.967	1015.413	1771.518	-495.841	1017.158	1745.085	-479.925	1018.237
1781	17.80000	1366.953	-537.423	1310.545	1352.199	-566.174	1025.297	1598.244	-559.061	1018.745	1756.638	-543.489	1054.881	1703.921	-609.048	1046.529	1786.480	-524.997	1015.478	1771.228	-496.120	1016.596	1745.074	-479.824	1018.229
1782	17.81000	1366.981	-537.468	1310.502	1352.183	-566.184	1025.331	1598.254	-558.998	1018.736	1751.494	-541.238	1059.183	1703.992	-608.958	1046.553	1786.459	-525.013	1015.561	1771.329	-495.992	1016.657	1745.027	-479.698	1018.325
1783	17.82000	1366.978	-537.451	1310.540	1352.200	-566.138	1025.344	1598.246	-558.950	1018.760	1745.774	-539.194	1062.936	1704.062	-608.856	1046.606	1786.347	-524.926	1015.464	1771.302	-495.970	1016.596	1744.836	-479.523	1018.267
1784	17.83000	1367.009	-537.483	1310.533	1352.242	-566.138	1025.310	1598.266	-559.024	1018.728	1739.946	-537.508	1066.069	1704.124	-608.832	1046.560	1786.402	-524.993	1015.516	1771.511	-496.180	1016.810	1744.768	-479.432	1018.375
1785	17.84000	1367.056	-537.452	1310.528	1352.183	-566.179	1025.322	1598.253	-558.976	1018.757	1734.026	-536.326	1068.834	1704.157	-608.807	1046.606	1786.366	-525.037	1015.690	1771.378	-496.371	1016.721	1744.542	-479.039	1018.527
1786	17.85000	1367.054	-537.384	1310.511	1352.200	-566.142	1025.323	1598.251	-558.973	1018.691	1727.723	-535.471	1070.961	1704.105	-608.730	1046.722	1785.983	-524.946	1015.938	1771.319	-496.489	1016.890	1744.320	-478.595	1018.791
1787	17.86000	1367.074	-537.389	1310.542	1352.208	-566.201	1025.343	1598.254	-559.029	1018.731	1721.641	-534.617	1072.374	1704.104	-608.692	1046.761	1785.785	-525.000	1017.053	1771.354	-496.528	1017.312	1744.155	-478.396	1019.070
1788	17.87000	1367.056	-537.432	1310.548	1352.224	-566.195	1025.317	1598.254	-559.000	1018.720	1716.590	-534.390	1073.195	1704.106	-608.650	1046.888	1785.665	-525.590	1018.347	1771.264	-496.579	1017.633	1744.014	-478.325	1019.254
1789	17.88000	1367.092	-537.465	1310.509	1352.220	-566.129	1025.283	1598.318	-558.970	1018.714	1712.649	-533.966	1073.254	1704.108	-608.595	1047.040	1785.382	-525.882	1019.236	1771.130	-496.732	1017.985	1743.876	-478.310	1019.460
1790	17.89000	1367.056	-537.447	1310.529	1352.199	-566.158	1025.326	1598.272	-558.982	1018.697	1709.837	-533.738	1073.107	1704.066	-608.539	1047.187	1785.235	-526.304	1019.877	1770.888	-496.921	1018.076	1743.751	-478.343	1019.599
1791	17.90000	1367.087	-537.436	1310.554	1352.245	-566.124	1025.316	1598.289	-558.994	1018.718	1707.218	-533.783	1072.931	1704.070	-608.458	1047.349	1784.887	-526.516	1019.927	1770.979	-497.409	1018.236	1744.009	-478.708	1019.957
1792	17.91000	1367.043	-537.477	1310.549	1352.226	-566.138	1025.355	1598.283	-558.955	1018.775	1704.229	-533.644	1072.586	1704.071	-608.468	1047.516	1784.892	-526.881	1020.184	1771.214	-497.722	1018.112	1743.815	-478.534	1019.702
1793	17.92000	1367.074	-537.479	1310.528	1352.267	-566.158	1025.329	1598.308	-558.990	1018.833	1701.490	-533.582	1072.268	1704.073	-608.436	1047.642	1784.787	-527.091	1020.442	1771.448	-497.850	1017.775	1744.056	-478.863	1019.782
1794	17.93000	1367.074	-537.416	1310.509	1352.269	-566.146	1025.325	1598.342	-558.926	1018.824	1699.271	-533.372	1071.718	1704.102	-608.374	1047.717	1784.900	-527.488	1020.958	1771.450	-498.130	1017.605	1744.039	-478.796	1019.369
1795	17.94000	1367.116	-537.457	1310.563	1352.268	-566.139	1025.358	1598.346	-558.868	1018.931	1697.728	-533.614	1071.390	1704.083	-608.357	1047.800	1784.809	-527.534	1021.189	1771.479	-498.230	1017.628	1744.020	-478.992	1019.023
1796	17.95000	1367.123	-537.434	1310.556	1352.304	-566.076	1025.326	1598.331	-558.932	1018.791	1696.020	-533.841	1070.796	1704.099	-608.339	1047.866	1784.686	-527.504	1021.451	1771.444	-498.273	1017.731	1744.204	-479.122	1019.006
1797	17.96000	1367.106	-537.487	1310.538	1352.264	-566.080	1025.311	1598.349	-558.895	1018.785	1694.817	-533.886	1070.553	1704.119	-608.285	1047.868	1784.471	-527.457	1021.734	1771.400	-498.358	1017.788	1744.305	-479.243	1019.003
1798	17.97000	1367.099	-537.440	1310.528	1352.287	-566.086	1025.348	1598.339	-558.791	1018.917	1693.564	-533.836	1070.082	1704.112	-608.276	1047.900	1784.280	-527.403	1021.950	1771.383	-498.398	1017.798	1744.408	-479.373	1019.033
1799	17.98000	1367.144	-537.449	1310.583	1352.306	-566.071	1025.300	1598.367	-558.892	1018.873	1692.529	-533.943	1069.887	1704.158	-608.153	1047.887	1784.414	-527.487	1022.370	1771.388	-498.429	1017.821	1744.410	-479.300	1019.043
1800	17.99000	1367.097	-537.445	1310.524	1352.311	-566.086	1025.380	1598.354	-558.751	1018.930	1691.562	-533.987	1069.595	1704.210	-608.120	1047.894	1784.253	-527.784	1022.541	1771.534	-498.458	1017.828	1744.342	-479.308	1019.053
1801	18.00000	1367.155	-537.471	1310.514	1352.305	-566.069	1025.329	1598.335	-558.774	1018.936	1690.708	-533.823	1069.137	1704.158	-608.032	1048.002	1784.262	-527.996	1022.730	1771.487	-498.456	1017.733	1744.344	-479.285	1019.040
1802	18.01000	1367.124	-537.463	1310.532	1352.348	-566.068	1025.294	1598.332	-558.694	1018.919	1689.878	-533.801	1068.688	1704.197	-607.985	1048.065	1784.221	-528.165	1022.736	1771.511	-498.536	1017.623	1744.410	-479.323	1018.976
1803	18.02000	1367.124	-537.437	1310.557	1352.330	-566.035	1025.377	1598.357	-558.678	1018.973	1688.819	-534.306	1068.233	1704.182	-607.949	1048.127	1784.137	-528.240	1022.862	1771.618	-498.605	1017.571	1744.470	-479.351	1018.942
1804	18.03000	1367.136	-537.420	1310.541	1352.351	-566.011	1025.334	1598.380	-558.697	1019.010	1688.086	-534.277	1067.930	1704.200	-607.874	1048.222	1783.983	-528.463	1023.146	1771.639	-498.668	1017.489	1744.491	-479.397	1018.922
1805	18.04000	1367.153	-537.457	1310.543	1352.331	-566.078	1025.347	1598.370	-558.652	1019.018	1687.266	-534.418	1067.538	1704.227	-607.860	1048.249	1784.019	-529.025	1023.020	1771.696	-498.747	1017.543	1744.487	-479.376	1018.926
1806	18.05000	1367.193	-537.455	1310.539	1352.355	-566.105	1025.364	1598.408	-558.680	1019.001	1686.555	-534.451	1067.200	1704.220	-607.808	1048.240	1783.867	-528.963	1023.241	1771.647	-498.701	1017.652	1744.355	-479.301	1018.967
1807	18.06000	1367.174	-537.420	1310.541	1352.312	-566.107	1025.368	1598.380	-558.653	1018.938	1686.050	-534.513	1066.944	1704.210	-607.884	1048.250	1783.902	-528.750	1023.610	1771.545	-498.666	1017.797	1744.228	-479.212	1019.126
1808	18.07000	1367.174	-537.420	1310.542	1352.349	-566.008	1025.353	1598.413	-558.702	1018.999	1685.319	-534.425	1066.469	1704.218	-607.813	1048.265	1783.838	-528.567	1023.768	1771.437	-498.534	1017.945	1744.109	-478.960	1019.288
1809	18.08000	1367.173	-537.416	1310.549	1352.322	-566.068	1025.284	1598.358	-558.727	1019.061	1684.620	-534.561	1066.119	1704.224	-607.843	1048.326	1783.774	-528.416	1023.944	1771.287	-498.461	1018.012	1744.041	-478.971	1019.529
1810	18.09000	1367.167	-537.410	1310.569	1352.305	-566.049	1025.348	1598.387	-558.657	1019.034	1684.011	-534.669	1065.703	1704.168	-607.797	1048.310	1783.763	-528.373	1024.093	1771.221	-498.397	1018.028	1743.913	-478.871	1019.475
1811	18.10000	1367.189	-537.397	1310.514	1352.349	-566.025	1025.336	1598.374	-558.623	1019.028	1683.734	-534.704	1065.562	1704.126	-607.854	1048.314	1783.739	-528.318	1024.129	1771.169	-498.400	1017.974	1744.045	-479.026	1019.651
1812	18.11000	1367.179	-537.390	1310.548	1352.306	-566.067	1025.328	1598.417	-558.619	1018.991	1683.271	-534.814	1065.239	1704.102	-607.957	1048.321	1783.684	-528.249	1024.232	1771.187	-498.393	1017.979	1744.072	-479.099	1019.565
1813	18.12000	1367.245	-537.430	1310.521	1352.334	-566.056	1025.349	1598.403	-558.605	1019.021	1682.856	-534.906	1065.036	1704.058	-607.921	1048.391	1783.625	-528.265	1024.368	1771.281	-498.479	1017.991	1744.164	-479.129	1019.563
1814	18.13000	1367.202	-537.421	1310.548	1352.308	-566.020	1025.343	1598.399	-558.674	1019.100	1682.483	-534.963	1064.826	1704.049	-607.907	1048.422	1783.705	-527.919	1025.031	1771.319	-498.481	1018.010	1744.129	-479.113	1019.484
1815	18.14000	1367.183	-537.397	1310.528	1352.352	-566.008	1025.337	1598.397	-558.663	1019.086	1682.045	-535.062	1064.482	1704.032	-607.949	1048.487	1783.643	-527.937	1025.088	1771.319	-498.518	1017.971	1744.213	-479.402	1019.408
1816	18.15000	1367.186	-537.402	1310.533	1352.351	-566.008	1025.335	1598.432	-558.654	1019.091	1681.795	-535.089	1064.358	1703.979	-607.870	1048.447	1783.520	-528.362	1024.532	1771.313	-498.569	1017.937	1744.287	-479.480	1019.304
1817	18.16000	1367.197	-537.362	1310.525	1352.332	-566.028	1025.379	1598.411	-558.586	1019.042	1681.647	-535.134	1064.261	1704.018	-607.922	1048.457	1783.522	-528.387	1024.490	1771.366	-498.543	1017.904	1744.433	-479.536	1019.224
1818	18.17000	1367.227	-537.366	1310.538	1352.352	-566.010	1025.342	1598.418	-558.573	1019.056	1681.623	-535.150	1064.199	1704.014	-607.908	1048.406	1783.517	-527.801	1024.941	1771.355	-498.613	1017.832	1744.533	-479.610	1019.147
1819	18.18000	1367.191	-537.369	1310.548	1352.334	-566.054	1025.349	1598.408	-558.672	1019.122	1681.750	-535.213	1064.223	1703.922	-608.067	1048.506	1783.553	-528.304	1024.422	1771.388	-498.617	1017.763	1744.650	-479.750	1019.051
1820	18.19000	1367.166	-537.356	1310.536	1352.333	-566.079	1025.327	1598.409	-558.627	1019.094	1682.395	-535.445	1064.664	1703.884	-608.055	1048.466	1783.703	-528.387	1024.184	1771.519	-498.670	1017.715	1744.820	-479.859	1018.960
1821	18.20000	1367.146	-537.322	1310.531	1352.332	-566.064	1025.344	1598.393	-558.643	1019.114	1683.308	-535.375	1064.979	1703.829	-608.150	1048.468	1783.844	-528.403	1023.678	1771.660	-498.700	1017.626	1744.814	-480.006	1018.743
1822	18.21000	1367.133	-537.274	1310.495	1352.351	-566.016	1025.338	1598.367	-558.582	1019.169	1685.425	-535.272	1065.607	1703.721	-608.188	1048.404	1784.031	-527.895	1022.933	1771.763	-498.739	1017.341	1744.939	-480.130	1018.569
1823	18.22000	1367.154	-537.297	1310.522	1352.266	-566.051	1025.334	1598.345	-558.558	1019.223	1688.974	-535.341	1067.095	1703.577	-608.314	1048.311	1784.649	-528.550	1021.141	1771.982	-499.147	1016.987	1745.064	-480.429	1018.385
1824	18.23000	1367.079	-537.285	1310.535	1352.272	-566.109	1025.357	1598.291	-558.497	1019.219	1694.501	-534.929	1069.096	1703.502	-608.405	1048.205	1784.881	-528.399	1019.264	1771.957	-499.136	1016.249	1745.250	-480.725	1018.003
1825	18.24000	1367.066	-537.292	1310.571	1352.222	-566.068	1025.341	1598.286	-558.537	1019.265	1702.044	-534.392	1070.758	1703.392	-608.597	1048.076	1785.792	-528.468	1017.181	1772.059	-499.308	1015.380	1745.559	-481.100	1017.674
1826	18.25000	1367.036	-537.265	1310.495	1352.247	-566.091	1025.332	1598.287	-558.652	1019.177	1712.313	-534.145	1072.168	1703.303	-608.783	1047.887	1785.994	-528.244	1014.879	1772.422	-499.343	1014.808	1745.666	-481.008	1016.934
1827	18.26000	1367.043	-537.249	1310.486	1352.230	-566.118	1025.369	1598.229	-558.722	1019.123	1723.578	-534.369	1071.551	1703.166	-609.161	1047.697	1786.903	-528.151	1013.414	1772.740	-499.202	1014.362	1745.912	-480.896	1016.684
1828	18.27000	1366.985	-537.263	1310.516	1352.203	-566.068	1025.379	1598.227	-558.889	1019.085	1734.479	-535.063	1068.545	1703.123	-609.458	1047.421	1787.000	-527.532	1012.086	1772.815	-498.779	1013.872	1745.764	-480.393	1016.357
1829	18.28000	1366.962	-537.282	1310.566	1352.221	-566.084	1025.315	1598.233	-558.989	1018.934	1744.282	-536.214	1063.565	1703.199	-609.525	1047.266	1787.169	-526.672	1010.539	1772.785	-497.904	1013.476	1745.510	-479.943	1016.099
1830	18.29000	1366.975	-537.266	1310.530	1352.225	-566.154	1025.328	1598.249	-558.964	1018.945	1752.339	-537.779	1057.356	1703.386	-609.384	1046.996	1787.376	-526.259	1009.871	1772.691	-497.342	1013.237	1745.397	-479.432	1016.164
1831	18.30000	1366.944	-537.271	1310.528	1352.202	-566.153	1025.308	1598.256	-558.938	1018.885	1758.888	-539.795	1051.558	1703.528	-609.209	1047.019	1787.240	-525.253	1008.560	1772.359	-496.572	1012.932	1745.182	-478.941	1016.081
1832	18.31000	1366.919	-537.289	1310.575	1352.209	-566.173	1025.368	1598.254	-558.785	1018.939	1763.522	-542.049	1045.844	1703.678	-609.034	1046.947	1787.490	-524.555	1007.595	1772.294	-495.877	1012.802	1744.970	-478.189	1016.059
1833	18.32000	1366.920	-537.286	1310.575	1352.201	-566.150	1025.329	1598.260	-558.723	1018.931	1767.176	-544.509	1041.066	1703.789	-608.871	1046.959	1787.981	-524.161	1006.589	1772.163	-495.286	1012.544	1745.139	-477.780	1016.217
1834	18.33000	1366.919	-537.302	1310.557	1352.203	-566.143	1025.332	1598.244	-558.732	1018.975	1769.964	-546.978	1036.899	1703.911	-608.798	1046.900	1788.227	-524.045	1005.622	1772.399	-494.876	1012.395	1745.200	-477.620	1016.146
1835	18.34000	1366.939	-537.267	1310.530	1352.203	-566.090	1025.368	1598.240	-558.653	1018.990	1771.979	-549.849	1033.343	1703.925	-608.830	1046.754	1788.602	-524.010	1005.015	1772.615	-494.634	1012.151	1745.346	-477.583	1016.032
1836	18.35000	1366.932	-537.265	1310.566	1352.203	-566.110	1025.351	1598.229	-558.707	1018.999	1773.523	-552.065	1030.103	1703.898	-608.863	1046.515	1788.356	-523.980	1004.155	1772.694	-494.701	1011.829	1745.388	-477.689	1015.793
1837	18.36000	1366.932	-537.290	1310.547	1352.203	-566.110	1025.350	1598.252	-558.797	1018.946	1774.340	-554.158	1027.112	1703.822	-608.968	1046.406	1788.617	-524.412	1003.602	1772.715	-494.874	1011.628	1745.405	-477.838	1015.595
1838	18.37000	1366.946	-537.238	1310.549	1352.203	-566.047	1025.409	1598.199	-558.812	1018.954	1775.420	-555.771	1024.946	1703.800	-609.075	1046.340	1788.742	-524.749	1003.564	1772.584	-495.330	1011.436	1745.486	-478.014	1015.376
1839	18.38000	1366.937	-537.258	1310.554	1352.196	-566.051	1025.328	1598.195	-558.936	1018.833	1775.926	-556.935	1022.944	1703.759	-609.228	1046.272	1788.738	-524.951	1003.596	1772.462	-495.620	1011.312	1745.448	-478.311	1015.227
1840	18.39000	1366.945	-537.264	1310.530	1352.220	-566.064	1025.332	1598.187	-558.992	1018.804	1776.249	-557.769	1021.624	1703.687	-609.324	1046.151	1788.612	-525.080	1003.606	1772.465	-495.800	1011.376	1745.715	-478.607	1015.386
1841	18.40000	1366.933	-537.270	1310.569	1352.220	-566.084	1025.314	1598.216	-559.028	1018.789	1776.413	-558.394	1020.326	1703.683	-609.405	1046.071	1788.428	-525.405	1003.589	1772.750	-496.136	1011.560	1745.710	-478.679	1015.400
1842	18.41000	1366.938	-537.258	1310.557	1352.203	-566.146	1025.302	1598.205	-559.018	1018.791	1776.984	-558.788	1019.379	1703.613	-609.390	1046.062	1788.454	-525.482	1003.446	1772.793	-496.205	1011.524	1745.664	-478.667	1015.390
1843	18.42000	1366.939	-537.253	1310.559	1352.178	-566.119	1025.313	1598.229	-559.001	1018.838	1777.230	-559.103	1017.924	1703.622	-609.357	1046.082	1788.537	-525.525	1003.358	1772.862	-496.144	1011.367	1745.665	-478.620	1015.387
1844	18.43000	1366.950	-537.249	1310.547	1352.201	-566.151	1025.329	1598.203	-558.993	1018.846	1777.173	-558.976	1016.301	1703.672	-609.338	1046.070	1788.655	-525.425	1003.273	1772.807	-496.058	1011.206	1745.661	-478.569	1015.293
1845	18.44000	1366.989	-537.250	1310.513	1352.182	-566.174	1025.357	1598.217	-558.947	1018.804	1777.748	-559.483	1015.370	1703.680	-609.347	1046.041	1788.727	-525.301	1003.291	1772.820	-495.928	1011.195	1745.585	-478.438	1015.163
1846	18.45000	1366.988	-537.212	1310.559	1352.185	-566.150	1025.346	1598.217	-558.990	1018.823	1777.718	-559.331	1014.106	1703.688	-609.376	1045.998	1788.819	-525.030	1003.367	1772.694	-495.724	1011.086	1745.417	-478.206	1015.093
1847	18.46000	1367.065	-537.226	1310.528	1352.184	-566.161	1025.351	1598.193	-559.000	1018.802	1777.918	-559.457	1013.445	1703.686	-609.374	1045.890	1788.765	-525.024	1003.432	1772.659	-495.707	1011.143	1745.492	-477.965	1015.287
1848	18.47000	1367.071	-537.218	1310.527	1352.183	-566.158	1025.342	1598.161	-559.015	1018.786	1778.095	-559.668	1012.769	1703.718	-609.401	1045.878	1788.772	-525.051	1003.535	1772.630	-495.743	1011.217	1745.501	-477.919	1015.512
1849	18.48000	1367.147	-537.214	1310.523	1352.201	-566.163	1025.303	1598.198	-559.015	1018.801	1778.229	-559.844	1012.053	1703.703	-609.387	1045.838	1788.746	-525.069	1003.650	1772.595	-495.810	1011.340	1745.461	-477.935	1015.581
1850	18.49000	1367.165	-537.217	1310.563	1352.221	-566.084	1025.314	1598.197	-558.979	1018.803	1778.436	-559.919	1011.425	1703.688	-609.427	1045.825	1788.627	-525.049	1003.724	1772.514	-495.801	1011.395	1745.463	-477.950	1015.625
1851	18.50000	1367.183	-537.195	1310.547	1352.219	-566.099	1025.319	1598.196	-558.963	1018.747	1778.436	-560.139	1010.624	1703.665	-609.482	1045.732	1788.431	-525.238	1003.878	1772.422	-495.846	1011.424	1745.432	-477.977	1015.587
1852	18.51000	1367.177	-537.197	1310.544	1352.221	-566.096	1025.297	1598.187	-558.862	1018.878	1778.523	-560.268	1010.112	1703.689	-609.462	1045.688	1788.309	-525.183	1004.057	1772.367	-495.847	1011.466	1745.451	-477.981	1015.583
1853	18.52000	1367.230	-537.168	1310.524	1352.203	-566.121	1025.323	1598.233	-558.949	1018.816	1778.589	-560.333	1009.817	1703.632	-609.461	1045.645	1788.240	-525.207	1004.099	1772.404	-495.848	1011.484	1745.410	-477.837	1015.693
1854	18.53000	1367.237	-537.130	1310.466	1352.245	-566.136	1025.290	1598.168	-558.951	1018.742	1778.471	-560.239	1009.455	1703.637	-609.458	1045.633	1788.238	-525.230	1004.133	1772.376	-495.917	1011.544	1745.373	-477.688	1015.880
1855	18.54000	1367.238	-537.105	1310.487	1352.195	-566.069	1025.299	1598.175	-558.920	1018.758	1778.503	-560.270	1009.327	1703.624	-609.508	1045.702	1788.255	-525.217	1004.171	1772.420	-495.892	1011.634	1745.327	-477.549	1016.117
1856	18.55000	1367.248	-537.131	1310.531	1352.203	-566.091	1025.356	1598.191	-558.956	1018.757	1778.514	-560.238	1009.173	1703.561	-609.538	1045.732	1788.183	-525.195	1004.227	1772.367	-495.887	1011.699	1745.317	-477.440	1016.313
1857	18.56000	1367.255	-537.141	1310.506	1352.184	-566.152	1025.345	1598.166	-558.986	1018.792	1778.517	-560.222	1009.110	1703.548	-609.554	1045.741	1788.133	-525.189	1004.330	1772.262	-495.871	1011.778	1745.268	-477.430	1016.342
1858	18.57000	1367.232	-537.122	1310.498	1352.176	-566.140	1025.282	1598.208	-558.966	1018.739	1778.444	-560.165	1009.091	1703.390	-609.743	1045.816	1788.094	-525.189	1004.454	1772.356	-496.129	1012.005	1745.221	-477.421	1016.362
1859	18.58000	1367.256	-537.135	1310.507	1352.182	-566.176	1025.354	1598.138	-559.062	1018.756	1778.465	-560.175	1009.250	1703.357	-609.838	1045.807	1787.919	-525.212	1004.586	1772.346	-496.197	1012.073	1745.215	-477.460	1016.385
1860	18.59000	1367.260	-537.134	1310.502	1352.139	-566.179	1025.357	1598.160	-559.040	1018.713	1778.442	-560.202	1009.391	1703.322	-609.910	1045.839	1787.958	-525.310	1004.854	1772.348	-496.286	1012.183	1745.242	-477.514	1016.369
1861	18.60000	1367.300	-537.109	1310.499	1352.201	-566.142	1025.324	1598.161	-559.045	1018.722	1778.424	-560.282	1009.294	1703.295	-609.984	1045.838	1787.945	-525.414	1004.971	1772.368	-496.364	1012.231	1745.218	-477.669	1016.241
1862	18.61000	1367.291	-537.140	1310.506	1352.158	-566.172	1025.313	1598.145	-559.056	1018.776	1778.436	-560.535	1009.055	1703.243	-610.021	1045.842	1788.149	-525.783	1005.313	1772.510	-496.572	1012.409	1745.263	-477.778	1016.110
1863	18.62000	1367.299	-537.120	1310.498	1352.163	-566.208	1025.344	1598.175	-559.023	1018.776	1778.588	-560.756	1008.733	1703.196	-610.070	1045.802	1788.213	-525.917	1005.460	1772.573	-496.693	1012.485	1745.255	-477.942	1015.907
1864	18.63000	1367.293	-537.147	1310.491	1352.138	-566.202	1025.338	1598.139	-558.997	1018.761	1778.577	-560.933	1008.136	1703.206	-610.102	1045.745	1788.248	-525.970	1005.536	1772.596	-496.746	1012.522	1745.322	-478.153	1015.810
1865	18.64000	1367.299	-537.141	1310.480	1352.184	-566.165	1025.318	1598.175	-558.996	1018.715	1778.660	-561.061	1007.680	1703.193	-610.093	1045.691	1788.340	-525.906	1005.764	1772.626	-496.795	1012.522	1745.425	-478.553	1015.788
1866	18.65000	1367.305	-537.135	1310.469	1352.160	-566.155	1025.311	1598.113	-559.006	1018.698	1778.709	-561.142	1007.351	1703.165	-610.115	1045.651	1788.290	-525.897	1005.811	1772.582	-496.814	1012.535	1745.237	-478.418	1015.573
1867	18.66000	1367.299	-537.105	1310.519	1352.178	-566.104	1025.298	1598.120	-558.990	1018.757	1778.715	-561.185	1007.002	1703.168	-610.099	1045.640	1788.264	-525.889	1005.901	1772.564	-496.783	1012.571	1745.263	-478.346	1015.640
1868	18.67000	1367.331	-537.117	1310.504	1352.157	-566.130	1025.342	1598.171	-558.999	1018.764	1778.706	-561.360	1006.612	1703.142	-610.118	1045.705	1788.284	-525.830	1006.063	1772.536	-496.713	1012.588	1745.269	-478.247	1015.727
