NO_OF_FRAMES	3291
NO_OF_CAMERAS	10
NO_OF_MARKERS	8
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-01-28, 16:24:35.810	198772.96539480
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Wrist	Pointer	Thumb	Middle	Ring	Pinky
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Wrist X	Wrist Y	Wrist Z	Pointer X	Pointer Y	Pointer Z	Thumb X	Thumb Y	Thumb Z	Middle X	Middle Y	Middle Z	Ring X	Ring Y	Ring Z	Pinky X	Pinky Y	Pinky Z	
966	9.65000	1365.878	-539.143	1310.956	1352.362	-566.190	1025.374	1598.126	-558.607	1020.611	1772.944	-556.415	1032.452	1703.925	-605.035	1055.767	1786.872	-535.940	1011.900	1767.354	-502.937	1029.650	1747.043	-474.576	999.581
967	9.66000	1365.900	-539.121	1310.992	1352.378	-566.201	1025.318	1598.134	-558.590	1020.605	1773.081	-556.573	1032.431	1703.926	-605.015	1055.801	1787.264	-536.789	1010.357	1769.241	-503.669	1025.721	1747.042	-474.707	998.567
968	9.67000	1365.923	-539.150	1311.014	1352.406	-566.170	1025.355	1598.115	-558.593	1020.646	1773.142	-556.653	1032.298	1703.937	-604.952	1055.836	1787.684	-537.399	1008.728	1770.689	-503.962	1021.930	1747.245	-474.660	997.622
969	9.68000	1365.913	-539.134	1310.961	1352.405	-566.181	1025.359	1598.123	-558.587	1020.653	1773.220	-556.715	1032.121	1704.015	-604.881	1055.911	1787.711	-537.894	1006.752	1772.180	-504.163	1018.629	1747.942	-474.589	997.133
970	9.69000	1365.988	-539.106	1310.973	1352.387	-566.188	1025.406	1598.216	-558.447	1020.583	1773.301	-556.722	1031.938	1704.040	-604.874	1055.867	1787.908	-538.098	1005.541	1773.061	-504.559	1015.783	1747.296	-474.880	995.562
971	9.70000	1365.989	-539.101	1310.982	1352.429	-566.197	1025.376	1598.138	-558.577	1020.676	1773.295	-556.907	1031.714	1704.041	-604.870	1055.866	1788.701	-539.049	1005.088	1773.649	-504.847	1013.643	1747.427	-475.153	994.580
972	9.71000	1365.965	-539.096	1310.959	1352.450	-566.169	1025.362	1598.130	-558.565	1020.657	1773.321	-556.948	1031.693	1704.012	-604.880	1055.827	1788.354	-538.593	1003.262	1774.080	-504.996	1012.330	1748.218	-475.774	993.879
973	9.72000	1365.977	-539.060	1310.971	1352.428	-566.210	1025.379	1598.210	-558.431	1020.610	1773.333	-556.991	1031.718	1704.046	-604.872	1055.850	1788.544	-538.712	1002.378	1774.250	-505.085	1011.266	1748.559	-475.067	993.956
974	9.73000	1366.032	-539.075	1310.995	1352.404	-566.184	1025.362	1598.109	-558.509	1020.684	1773.277	-557.022	1031.669	1703.989	-604.870	1055.889	1788.432	-539.096	1001.609	1774.434	-505.309	1010.787	1747.869	-475.500	993.246
975	9.74000	1366.002	-539.069	1310.987	1352.367	-566.260	1025.401	1598.175	-558.430	1020.615	1773.381	-557.107	1031.748	1703.993	-604.906	1055.837	1788.502	-539.320	1000.920	1774.632	-505.504	1010.533	1747.885	-475.608	993.011
976	9.75000	1366.044	-539.045	1310.971	1352.362	-566.191	1025.372	1598.107	-558.558	1020.682	1773.371	-557.134	1031.604	1703.940	-604.928	1055.745	1788.467	-539.829	1000.431	1774.536	-505.639	1009.868	1747.924	-475.790	992.730
977	9.76000	1366.022	-539.058	1310.940	1352.362	-566.206	1025.343	1598.097	-558.572	1020.685	1773.552	-557.842	1031.142	1703.924	-605.038	1055.779	1788.650	-540.049	999.976	1774.640	-505.671	1009.484	1747.967	-475.997	992.398
978	9.77000	1366.083	-539.032	1310.982	1352.361	-566.195	1025.373	1598.110	-558.545	1020.698	1773.627	-557.937	1031.011	1703.923	-605.012	1055.694	1788.698	-540.107	999.715	1774.737	-506.018	1009.445	1748.422	-476.737	991.891
979	9.78000	1366.067	-539.064	1310.991	1352.345	-566.227	1025.382	1598.137	-558.432	1020.608	1773.669	-558.134	1030.992	1703.943	-605.122	1055.631	1788.837	-540.051	999.387	1774.813	-506.098	1009.516	1748.557	-476.880	991.775
980	9.79000	1366.078	-539.078	1310.939	1352.404	-566.190	1025.367	1598.168	-558.420	1020.638	1773.679	-558.273	1030.766	1703.917	-605.078	1055.539	1788.845	-540.101	999.232	1774.869	-506.202	1009.530	1748.655	-476.899	991.821
981	9.80000	1366.074	-539.078	1310.960	1352.404	-566.207	1025.350	1598.107	-558.580	1020.687	1773.763	-558.371	1030.643	1703.945	-605.141	1055.496	1788.824	-540.146	999.110	1774.768	-506.399	1009.444	1748.721	-476.968	991.919
982	9.81000	1366.112	-539.063	1310.977	1352.405	-566.185	1025.371	1598.112	-558.585	1020.662	1773.764	-558.408	1030.540	1703.961	-605.174	1055.427	1788.815	-540.173	999.128	1774.604	-506.695	1009.240	1748.742	-477.054	991.752
983	9.82000	1366.115	-539.048	1310.977	1352.421	-566.171	1025.339	1598.186	-558.423	1020.607	1773.792	-558.368	1030.514	1703.992	-605.186	1055.434	1788.888	-540.244	999.323	1774.558	-506.790	1009.166	1748.851	-477.176	991.505
984	9.83000	1366.160	-539.048	1310.977	1352.447	-566.206	1025.346	1598.176	-558.407	1020.626	1773.813	-558.439	1030.627	1703.974	-605.159	1055.414	1788.793	-540.348	999.478	1774.697	-506.686	1009.167	1748.423	-476.876	991.492
985	9.84000	1366.151	-539.034	1311.002	1352.404	-566.189	1025.367	1598.116	-558.566	1020.682	1773.721	-558.430	1030.668	1704.006	-605.207	1055.480	1788.820	-540.356	999.500	1774.560	-506.618	1009.065	1748.329	-476.859	991.310
986	9.85000	1366.207	-539.032	1311.009	1352.430	-566.189	1025.369	1598.157	-558.332	1020.682	1773.750	-558.397	1030.774	1703.969	-605.149	1055.434	1788.817	-540.369	999.573	1774.796	-506.039	1008.992	1748.184	-476.504	991.188
987	9.86000	1366.173	-539.080	1310.988	1352.405	-566.204	1025.349	1598.110	-558.568	1020.681	1773.703	-558.394	1030.817	1704.013	-605.140	1055.440	1788.762	-540.381	999.676	1774.817	-505.981	1008.924	1748.171	-476.381	991.217
988	9.87000	1366.179	-539.065	1311.005	1352.405	-566.193	1025.336	1598.175	-558.427	1020.614	1773.690	-558.327	1030.900	1704.001	-605.110	1055.415	1788.762	-540.423	999.910	1774.963	-505.932	1008.833	1748.604	-476.886	991.110
989	9.88000	1366.226	-539.045	1310.998	1352.406	-566.188	1025.339	1598.186	-558.403	1020.626	1773.636	-558.364	1031.008	1704.013	-605.139	1055.446	1788.730	-540.438	1000.061	1774.977	-505.974	1008.561	1748.630	-476.892	991.137
990	9.89000	1366.248	-539.056	1311.018	1352.403	-566.197	1025.364	1598.163	-558.404	1020.629	1773.658	-558.329	1031.042	1704.015	-605.127	1055.449	1788.734	-540.471	1000.090	1774.903	-506.020	1008.310	1748.667	-476.795	991.203
991	9.90000	1366.256	-539.056	1311.028	1352.403	-566.217	1025.343	1598.180	-558.431	1020.619	1773.604	-558.349	1031.066	1704.002	-605.163	1055.441	1788.783	-540.458	1000.190	1774.915	-506.057	1008.067	1748.677	-476.875	991.197
992	9.91000	1366.278	-539.061	1311.006	1352.429	-566.244	1025.343	1598.176	-558.452	1020.602	1773.627	-558.380	1031.055	1704.056	-605.154	1055.414	1788.741	-540.483	1000.168	1774.984	-506.042	1007.870	1748.652	-476.915	991.096
993	9.92000	1366.312	-539.065	1311.004	1352.403	-566.240	1025.333	1598.184	-558.424	1020.595	1773.614	-558.365	1031.070	1704.024	-605.127	1055.320	1788.755	-540.471	1000.240	1775.043	-506.065	1007.789	1748.217	-476.384	991.049
994	9.93000	1366.313	-539.060	1311.030	1352.403	-566.220	1025.345	1598.203	-558.371	1020.647	1773.616	-558.352	1031.082	1704.061	-605.148	1055.307	1788.773	-540.546	1000.342	1774.719	-506.381	1007.509	1748.281	-476.486	990.585
995	9.94000	1366.311	-539.092	1311.006	1352.427	-566.224	1025.383	1598.247	-558.418	1020.639	1773.566	-558.345	1031.147	1704.080	-605.154	1055.354	1788.734	-540.593	1000.490	1774.861	-506.436	1007.496	1748.437	-476.636	990.222
996	9.95000	1366.363	-539.059	1310.995	1352.428	-566.203	1025.373	1598.225	-558.401	1020.631	1773.570	-558.349	1031.302	1704.038	-605.112	1055.406	1788.747	-540.628	1000.499	1774.885	-506.596	1007.329	1748.794	-477.338	989.326
997	9.96000	1366.367	-539.068	1311.014	1352.429	-566.202	1025.385	1598.222	-558.366	1020.675	1773.573	-558.308	1031.337	1704.028	-605.098	1055.443	1788.784	-540.665	1000.356	1775.058	-506.657	1007.167	1748.944	-477.276	988.872
998	9.97000	1366.387	-539.074	1311.063	1352.430	-566.210	1025.360	1598.228	-558.369	1020.630	1773.542	-558.284	1031.247	1704.071	-605.057	1055.481	1788.766	-540.668	1000.122	1775.083	-506.677	1006.876	1748.834	-477.226	988.767
999	9.98000	1366.413	-539.071	1311.048	1352.429	-566.214	1025.387	1598.223	-558.363	1020.637	1773.568	-558.275	1031.178	1704.061	-605.069	1055.497	1788.769	-540.646	999.909	1775.086	-506.648	1006.685	1748.648	-477.072	988.729
1000	9.99000	1366.461	-539.075	1311.026	1352.405	-566.157	1025.374	1598.203	-558.356	1020.638	1773.606	-558.287	1031.126	1704.052	-605.067	1055.418	1788.757	-540.599	999.726	1775.378	-506.293	1006.626	1748.589	-476.965	988.645
1001	10.00000	1366.487	-539.076	1311.060	1352.412	-566.222	1025.412	1598.193	-558.368	1020.621	1773.604	-558.229	1031.143	1704.094	-605.057	1055.420	1788.725	-540.681	999.622	1775.420	-506.291	1006.518	1748.575	-476.861	988.411
1002	10.01000	1366.457	-539.072	1311.063	1352.466	-566.150	1025.337	1598.232	-558.350	1020.653	1773.621	-558.124	1031.212	1704.100	-605.027	1055.440	1788.799	-540.807	999.596	1775.457	-506.288	1006.480	1748.481	-476.839	988.264
1003	10.02000	1366.491	-539.089	1311.042	1352.453	-566.248	1025.382	1598.234	-558.255	1020.753	1773.630	-558.088	1031.238	1704.091	-604.999	1055.505	1788.773	-540.872	999.560	1775.413	-506.321	1006.438	1748.502	-476.831	988.239
1004	10.03000	1366.500	-539.107	1311.015	1352.428	-566.211	1025.380	1598.240	-558.319	1020.663	1773.584	-558.152	1031.130	1704.085	-605.017	1055.494	1788.808	-540.828	999.548	1775.408	-506.355	1006.441	1748.503	-476.792	988.284
1005	10.04000	1366.515	-539.060	1311.012	1352.444	-566.222	1025.337	1598.219	-558.250	1020.728	1773.637	-558.103	1031.240	1704.098	-605.006	1055.481	1788.796	-540.888	999.627	1775.384	-506.351	1006.469	1748.552	-476.735	988.397
1006	10.05000	1366.530	-539.071	1311.033	1352.465	-566.159	1025.330	1598.239	-558.210	1020.738	1773.606	-558.104	1031.185	1704.133	-605.007	1055.493	1788.837	-540.901	999.707	1774.989	-506.558	1006.347	1748.401	-476.649	988.570
1007	10.06000	1366.555	-539.049	1310.999	1352.431	-566.196	1025.387	1598.259	-558.335	1020.676	1773.583	-558.102	1031.266	1704.155	-604.993	1055.453	1788.797	-540.994	999.773	1775.393	-506.255	1006.613	1748.452	-476.596	988.525
1008	10.07000	1366.510	-539.059	1311.043	1352.447	-566.190	1025.363	1598.237	-558.209	1020.736	1773.545	-558.114	1031.364	1704.115	-604.976	1055.479	1788.823	-541.261	999.848	1775.323	-506.347	1006.552	1748.415	-476.584	988.383
1009	10.08000	1366.525	-539.084	1311.022	1352.474	-566.176	1025.360	1598.219	-558.223	1020.743	1773.568	-558.105	1031.382	1704.112	-604.900	1055.563	1788.865	-541.326	999.870	1775.401	-506.310	1006.595	1748.404	-476.660	988.314
1010	10.09000	1366.528	-539.081	1311.039	1352.446	-566.198	1025.329	1598.227	-558.338	1020.681	1773.571	-557.984	1031.368	1704.172	-604.895	1055.624	1788.887	-541.548	999.916	1775.034	-506.513	1006.510	1748.444	-476.575	988.322
1011	10.10000	1366.497	-539.100	1311.012	1352.447	-566.175	1025.353	1598.242	-558.242	1020.739	1773.583	-558.112	1031.449	1704.123	-604.855	1055.594	1788.930	-541.601	999.808	1774.970	-506.473	1006.694	1748.452	-476.469	988.469
1012	10.11000	1366.461	-539.089	1311.036	1352.407	-566.179	1025.377	1598.234	-558.225	1020.794	1773.535	-557.941	1031.342	1704.147	-604.925	1055.554	1788.890	-541.536	999.781	1774.940	-506.504	1007.185	1748.458	-476.404	988.704
1013	10.12000	1366.465	-539.091	1311.033	1352.405	-566.168	1025.388	1598.239	-558.167	1020.767	1773.537	-558.032	1031.356	1704.154	-604.872	1055.594	1788.837	-541.747	999.663	1774.692	-506.369	1007.926	1748.083	-476.047	989.043
1014	10.13000	1366.446	-539.109	1311.050	1352.455	-566.235	1025.378	1598.197	-558.175	1020.773	1773.533	-557.952	1031.325	1704.163	-604.823	1055.631	1788.867	-542.018	999.331	1774.832	-506.223	1009.388	1748.278	-476.197	989.596
1015	10.14000	1366.456	-539.120	1310.997	1352.472	-566.203	1025.380	1598.224	-558.286	1020.679	1773.543	-558.146	1031.422	1704.168	-604.882	1055.653	1788.892	-542.025	999.174	1773.942	-506.283	1010.895	1748.468	-476.286	990.069
1016	10.15000	1366.436	-539.121	1311.065	1352.455	-566.220	1025.408	1598.246	-558.165	1020.760	1773.547	-558.208	1031.357	1704.157	-604.825	1055.741	1788.920	-541.881	999.431	1773.032	-505.976	1014.193	1748.582	-476.385	990.539
1017	10.16000	1366.456	-539.162	1311.061	1352.449	-566.170	1025.365	1598.268	-558.184	1020.792	1773.564	-558.216	1031.333	1704.154	-604.793	1055.784	1789.007	-541.515	999.960	1771.860	-505.562	1019.156	1748.542	-476.708	991.150
1018	10.17000	1366.445	-539.168	1311.094	1352.493	-566.175	1025.336	1598.307	-558.232	1020.802	1773.578	-558.179	1031.339	1704.159	-604.680	1055.991	1788.860	-541.048	1001.215	1769.390	-504.791	1025.399	1748.846	-476.972	992.527
1019	10.18000	1366.439	-539.184	1311.101	1352.481	-566.203	1025.439	1598.297	-558.166	1020.831	1773.525	-557.468	1031.767	1704.151	-604.623	1056.081	1789.057	-540.079	1003.372	1766.888	-503.684	1033.209	1749.338	-476.884	994.175
1020	10.19000	1366.486	-539.236	1311.093	1352.514	-566.200	1025.375	1598.305	-558.183	1020.873	1773.321	-557.223	1031.749	1704.162	-604.528	1056.260	1788.578	-538.511	1005.374	1761.923	-502.612	1040.437	1749.482	-477.061	996.066
1021	10.20000	1366.452	-539.246	1311.091	1352.558	-566.183	1025.372	1598.296	-558.121	1020.869	1773.272	-557.131	1031.837	1704.138	-604.414	1056.448	1788.314	-537.424	1007.501	1756.440	-501.646	1047.054	1749.305	-477.065	997.679
1022	10.21000	1366.493	-539.264	1311.069	1352.584	-566.192	1025.386	1598.323	-558.068	1020.956	1773.241	-557.008	1031.903	1704.103	-604.307	1056.654	1787.965	-536.549	1009.300	1750.965	-501.477	1052.662	1749.393	-477.367	999.742
1023	10.22000	1366.457	-539.268	1311.099	1352.586	-566.133	1025.409	1598.315	-557.964	1021.075	1773.342	-556.761	1032.138	1704.193	-603.966	1056.916	1787.939	-535.545	1011.506	1746.058	-501.129	1056.909	1749.063	-477.513	1001.634
1024	10.23000	1366.450	-539.268	1311.081	1352.621	-566.103	1025.373	1598.315	-557.857	1021.199	1773.262	-556.427	1032.310	1704.152	-603.707	1057.159	1787.818	-534.751	1012.871	1741.956	-501.298	1060.152	1748.878	-477.722	1003.362
1025	10.24000	1366.484	-539.281	1311.097	1352.627	-566.119	1025.438	1598.370	-557.737	1021.334	1773.194	-556.156	1032.536	1704.213	-603.485	1057.519	1787.265	-534.083	1014.081	1737.285	-501.045	1062.501	1748.689	-477.794	1005.261
1026	10.25000	1366.488	-539.296	1311.054	1352.603	-566.117	1025.394	1598.452	-557.482	1021.365	1773.380	-555.722	1032.809	1704.249	-603.142	1057.802	1786.991	-532.802	1015.460	1732.019	-501.260	1065.146	1748.136	-477.969	1006.986
1027	10.26000	1366.487	-539.308	1311.065	1352.665	-566.044	1025.405	1598.385	-557.602	1021.465	1773.372	-555.264	1033.010	1704.254	-602.978	1058.059	1786.267	-531.760	1017.765	1725.935	-501.822	1067.707	1747.897	-478.332	1009.917
1028	10.27000	1366.466	-539.313	1311.106	1352.689	-566.041	1025.439	1598.485	-557.434	1021.424	1773.234	-555.155	1033.155	1704.228	-602.923	1058.177	1785.538	-530.368	1020.692	1718.762	-502.567	1070.054	1747.156	-478.340	1013.213
1029	10.28000	1366.498	-539.336	1311.100	1352.665	-566.069	1025.394	1598.504	-557.429	1021.389	1773.112	-555.030	1033.322	1704.217	-602.929	1058.195	1784.175	-528.837	1023.925	1711.189	-503.661	1071.411	1746.252	-479.120	1016.598
1030	10.29000	1366.474	-539.334	1311.100	1352.684	-566.037	1025.366	1598.489	-557.467	1021.386	1773.045	-554.784	1033.680	1704.159	-603.000	1058.265	1782.918	-527.666	1027.204	1704.781	-504.918	1072.057	1745.423	-479.583	1019.325
1031	10.30000	1366.464	-539.347	1311.097	1352.681	-566.052	1025.363	1598.491	-557.453	1021.412	1772.925	-554.647	1034.060	1704.109	-602.993	1058.303	1782.009	-526.906	1030.075	1699.608	-506.032	1071.582	1744.597	-479.722	1021.421
1032	10.31000	1366.493	-539.372	1311.089	1352.628	-566.137	1025.415	1598.476	-557.491	1021.383	1772.902	-554.989	1033.977	1704.024	-602.976	1058.343	1781.033	-526.712	1031.505	1696.194	-506.667	1071.243	1744.140	-479.907	1022.677
1033	10.32000	1366.472	-539.400	1311.115	1352.638	-566.103	1025.325	1598.457	-557.471	1021.380	1772.803	-554.917	1034.171	1704.022	-603.025	1058.394	1780.280	-526.393	1033.316	1693.745	-507.189	1070.632	1743.605	-480.164	1023.883
1034	10.33000	1366.357	-539.601	1311.190	1352.620	-566.105	1025.373	1598.425	-557.487	1021.338	1772.730	-554.810	1034.293	1704.008	-603.053	1058.411	1779.789	-526.114	1034.191	1692.157	-507.551	1070.357	1743.093	-480.352	1024.851
1035	10.34000	1366.357	-539.611	1311.138	1352.663	-566.087	1025.355	1598.379	-557.610	1021.460	1772.690	-554.841	1034.386	1704.008	-603.051	1058.411	1779.415	-526.101	1034.721	1690.956	-508.058	1070.050	1742.694	-480.913	1025.876
1036	10.35000	1366.408	-539.456	1311.047	1352.670	-566.146	1025.370	1598.430	-557.503	1021.397	1772.587	-554.833	1034.453	1703.952	-603.046	1058.354	1779.183	-526.278	1035.289	1690.273	-508.407	1070.034	1742.302	-481.110	1026.660
1037	10.36000	1366.320	-539.639	1311.112	1352.645	-566.128	1025.390	1598.365	-557.727	1021.378	1772.403	-554.317	1034.918	1703.915	-603.131	1058.361	1778.952	-525.713	1036.363	1689.881	-508.558	1070.110	1742.131	-481.434	1027.230
1038	10.37000	1366.329	-539.621	1311.136	1352.646	-566.142	1025.375	1598.304	-557.625	1021.533	1772.331	-554.346	1035.017	1704.023	-602.948	1058.071	1778.846	-525.834	1036.689	1689.810	-508.741	1070.210	1742.203	-481.818	1027.825
1039	10.38000	1366.312	-539.652	1311.125	1352.667	-566.219	1025.353	1598.348	-557.730	1021.329	1772.274	-554.426	1035.068	1703.856	-603.381	1058.145	1778.793	-526.057	1036.850	1689.914	-508.874	1070.336	1742.260	-482.051	1028.046
1040	10.39000	1366.288	-539.684	1311.133	1352.687	-566.136	1025.362	1598.435	-557.613	1021.261	1772.223	-554.516	1035.076	1703.825	-603.482	1058.020	1778.831	-526.272	1036.896	1689.666	-509.054	1070.181	1742.258	-482.244	1028.217
1041	10.40000	1366.257	-539.672	1311.145	1352.713	-566.131	1025.394	1598.284	-557.918	1021.375	1772.429	-555.192	1034.761	1703.797	-603.558	1058.026	1778.809	-527.000	1036.266	1689.402	-509.171	1070.131	1742.268	-482.326	1028.312
1042	10.41000	1366.243	-539.665	1311.100	1352.702	-566.074	1025.276	1598.282	-557.929	1021.425	1772.407	-555.383	1034.854	1703.775	-603.621	1058.008	1778.767	-527.058	1036.225	1689.036	-509.319	1070.126	1742.256	-482.321	1028.487
1043	10.42000	1366.238	-539.726	1311.147	1352.670	-566.155	1025.379	1598.247	-557.941	1021.412	1772.398	-555.402	1034.912	1703.738	-603.616	1058.016	1778.670	-527.012	1036.321	1688.638	-509.400	1070.093	1742.161	-482.194	1028.708
1044	10.43000	1366.171	-539.741	1311.130	1352.686	-566.145	1025.358	1598.235	-557.963	1021.361	1772.210	-554.591	1035.277	1703.792	-603.569	1058.013	1778.713	-526.278	1037.048	1688.216	-509.415	1070.055	1742.055	-482.011	1028.924
1045	10.44000	1366.168	-539.732	1311.118	1352.663	-566.148	1025.327	1598.340	-557.766	1021.296	1772.147	-554.471	1035.338	1703.782	-603.477	1058.043	1778.716	-526.205	1037.034	1687.849	-509.498	1069.879	1741.967	-481.929	1028.985
1046	10.45000	1366.101	-539.778	1311.097	1352.688	-566.130	1025.354	1598.287	-557.681	1021.407	1772.098	-554.429	1035.356	1703.925	-603.028	1057.839	1778.684	-526.192	1036.950	1687.618	-509.496	1069.813	1741.842	-481.831	1028.985
1047	10.46000	1366.053	-539.820	1311.063	1352.645	-566.165	1025.344	1598.305	-557.695	1021.396	1772.084	-554.346	1035.336	1703.928	-603.066	1057.892	1778.750	-526.133	1036.881	1687.452	-509.481	1069.696	1741.733	-481.697	1028.987
1048	10.47000	1366.020	-539.810	1311.113	1352.619	-566.151	1025.328	1598.281	-557.692	1021.382	1772.078	-554.359	1035.349	1703.966	-603.090	1057.772	1778.720	-526.119	1036.854	1687.387	-509.429	1069.566	1741.670	-481.583	1028.885
1049	10.48000	1365.997	-539.864	1311.118	1352.636	-566.155	1025.277	1598.248	-557.916	1021.282	1772.087	-554.409	1035.346	1703.821	-603.554	1057.862	1778.829	-526.189	1036.760	1687.463	-509.480	1069.422	1741.682	-481.553	1028.859
1050	10.49000	1365.950	-539.873	1311.131	1352.643	-566.220	1025.305	1598.310	-557.817	1021.142	1772.342	-555.102	1035.012	1703.801	-603.668	1057.691	1778.955	-526.970	1035.775	1688.054	-509.311	1069.359	1741.816	-481.478	1028.608
1051	10.50000	1365.937	-539.884	1311.170	1352.663	-566.163	1025.310	1598.237	-557.988	1021.249	1772.327	-555.377	1034.950	1703.820	-603.727	1057.584	1779.420	-527.093	1034.969	1689.367	-509.016	1069.292	1742.001	-481.152	1027.911
1052	10.51000	1365.905	-539.900	1311.106	1352.661	-566.148	1025.316	1598.224	-557.982	1021.198	1772.389	-555.524	1034.804	1703.757	-603.823	1057.550	1779.923	-527.692	1033.573	1692.155	-508.225	1069.187	1742.592	-480.470	1027.035
1053	10.52000	1365.849	-539.936	1311.175	1352.704	-566.146	1025.320	1598.232	-557.970	1021.184	1772.438	-555.850	1034.625	1703.809	-603.820	1057.515	1780.967	-528.197	1031.967	1696.258	-507.010	1069.034	1742.903	-479.193	1024.941
1054	10.53000	1365.862	-539.976	1311.174	1352.643	-566.186	1025.355	1598.324	-557.794	1021.061	1772.502	-555.467	1034.730	1703.799	-603.879	1057.395	1781.998	-528.425	1029.948	1701.543	-505.725	1068.505	1743.555	-478.150	1023.015
1055	10.54000	1365.798	-539.984	1311.174	1352.667	-566.226	1025.347	1598.301	-557.831	1020.986	1772.752	-555.544	1034.450	1703.821	-603.889	1057.231	1783.053	-529.024	1027.054	1708.070	-504.091	1067.796	1743.684	-476.564	1020.456
1056	10.55000	1365.774	-540.002	1311.187	1352.694	-566.205	1025.385	1598.301	-557.866	1020.861	1772.759	-555.873	1034.004	1703.899	-604.000	1057.026	1783.986	-529.232	1023.761	1715.019	-502.533	1066.767	1744.137	-475.496	1018.754
1057	10.56000	1365.742	-539.997	1311.206	1352.650	-566.250	1025.378	1598.328	-557.936	1020.775	1772.869	-556.103	1033.561	1703.850	-604.170	1056.831	1785.223	-529.789	1020.677	1722.025	-501.100	1065.025	1744.366	-474.449	1017.310
1058	10.57000	1365.716	-540.022	1311.223	1352.648	-566.248	1025.375	1598.312	-557.992	1020.686	1773.001	-556.315	1032.919	1703.844	-604.289	1056.520	1786.365	-530.136	1017.779	1728.800	-499.673	1062.365	1744.828	-473.872	1016.365
1059	10.58000	1365.647	-540.035	1311.231	1352.612	-566.299	1025.333	1598.312	-558.143	1020.423	1773.293	-556.548	1032.281	1703.935	-604.377	1056.294	1787.126	-530.629	1015.092	1734.797	-498.670	1059.232	1745.012	-473.217	1015.308
1060	10.59000	1365.601	-540.079	1311.208	1352.622	-566.265	1025.330	1598.290	-558.214	1020.357	1773.666	-556.827	1031.566	1703.935	-604.627	1055.916	1787.822	-531.243	1012.869	1740.495	-497.838	1056.486	1744.994	-472.921	1014.101
1061	10.60000	1365.565	-540.103	1311.208	1352.610	-566.336	1025.303	1598.279	-558.227	1020.360	1773.933	-557.128	1030.942	1703.954	-604.828	1055.644	1788.125	-532.103	1010.920	1744.977	-497.138	1053.387	1745.222	-472.696	1013.104
1062	10.61000	1365.537	-540.151	1311.230	1352.647	-566.308	1025.332	1598.268	-558.282	1020.338	1774.181	-557.411	1030.449	1703.934	-604.952	1055.546	1788.101	-532.948	1008.520	1748.698	-496.237	1050.615	1745.387	-472.535	1011.719
1063	10.62000	1365.527	-540.129	1311.245	1352.613	-566.331	1025.277	1598.292	-558.312	1020.341	1774.286	-557.726	1030.145	1703.900	-605.029	1055.447	1788.650	-533.435	1006.968	1751.587	-495.489	1047.946	1745.735	-472.372	1010.910
1064	10.63000	1365.405	-540.144	1311.232	1352.610	-566.310	1025.315	1598.239	-558.384	1020.343	1774.375	-557.965	1029.978	1703.920	-605.102	1055.406	1788.948	-534.207	1005.408	1753.971	-494.499	1045.658	1745.821	-472.252	1010.105
1065	10.64000	1365.431	-540.137	1311.236	1352.619	-566.370	1025.329	1598.266	-558.405	1020.369	1774.388	-557.981	1029.707	1703.898	-605.115	1055.363	1788.920	-534.164	1004.182	1755.842	-493.794	1043.953	1745.918	-471.967	1009.366
1066	10.65000	1365.380	-540.280	1311.291	1352.612	-566.339	1025.283	1598.225	-558.356	1020.330	1774.289	-557.811	1029.468	1703.929	-605.103	1055.289	1789.039	-534.511	1002.969	1757.249	-493.359	1042.676	1745.931	-471.847	1008.694
1067	10.66000	1365.361	-540.207	1311.245	1352.596	-566.255	1025.314	1598.235	-558.371	1020.351	1774.306	-557.740	1029.372	1703.953	-605.090	1055.260	1789.395	-534.497	1002.325	1757.811	-493.131	1041.435	1745.998	-471.765	1008.206
1068	10.67000	1365.292	-540.225	1311.208	1352.593	-566.341	1025.320	1598.237	-558.348	1020.347	1774.329	-557.634	1029.367	1703.971	-605.079	1055.220	1790.013	-534.800	1001.832	1758.622	-492.983	1040.750	1746.020	-471.734	1007.786
1069	10.68000	1365.233	-540.280	1311.302	1352.627	-566.299	1025.391	1598.305	-558.272	1020.336	1774.387	-557.551	1029.285	1704.030	-605.014	1055.146	1788.984	-534.029	1000.236	1759.200	-492.981	1039.963	1746.014	-471.645	1007.619
1070	10.69000	1365.195	-540.278	1311.313	1352.646	-566.293	1025.346	1598.287	-558.260	1020.310	1774.474	-557.521	1029.129	1704.049	-605.000	1055.110	1788.902	-533.915	998.756	1759.697	-492.641	1039.076	1745.834	-471.355	1007.242
1071	10.70000	1365.127	-540.282	1311.299	1352.635	-566.369	1025.298	1598.275	-558.229	1020.288	1774.521	-557.594	1028.749	1704.189	-604.983	1054.901	1789.443	-533.723	998.164	1760.116	-492.651	1038.384	1745.875	-471.314	1007.243
1072	10.71000	1365.103	-540.292	1311.285	1352.622	-566.262	1025.331	1598.305	-558.249	1020.264	1774.770	-557.588	1028.484	1704.264	-604.937	1054.680	1789.485	-533.453	997.543	1760.711	-492.755	1037.951	1745.745	-471.111	1007.274
