NO_OF_FRAMES	521
NO_OF_CAMERAS	10
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-01-28, 16:07:47.938	197765.02714200
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Wrist	Pointer	Thumb
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Mixed
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Wrist X	Wrist Y	Wrist Z	Pointer X	Pointer Y	Pointer Z	Thumb X	Thumb Y	Thumb Z	
41	0.40000	1196.687	-528.902	1406.577	1160.546	-596.698	1100.574	1329.407	-502.949	932.879	1448.168	-484.235	873.472	1430.908	-465.197	876.450
42	0.41000	1196.665	-528.861	1406.562	1160.502	-596.629	1100.563	1329.432	-502.943	932.879	1448.190	-484.255	873.512	1430.913	-465.208	876.437
43	0.42000	1196.646	-528.857	1406.561	1160.473	-596.581	1100.537	1329.454	-502.950	932.905	1448.242	-484.286	873.587	1430.953	-465.246	876.484
44	0.43000	1196.590	-528.826	1406.539	1160.423	-596.562	1100.517	1329.439	-502.936	932.885	1448.173	-484.252	873.539	1430.978	-465.187	876.499
45	0.44000	1196.613	-528.798	1406.510	1160.432	-596.505	1100.500	1329.443	-502.952	932.889	1448.189	-484.235	873.545	1430.986	-465.215	876.506
46	0.45000	1196.622	-528.745	1406.492	1160.421	-596.470	1100.459	1329.375	-502.930	932.832	1448.220	-484.239	873.520	1430.945	-465.194	876.457
47	0.46000	1196.603	-528.772	1406.456	1160.380	-596.471	1100.479	1329.368	-502.917	932.802	1448.162	-484.213	873.492	1430.889	-465.174	876.419
48	0.47000	1196.613	-528.742	1406.446	1160.345	-596.440	1100.443	1329.368	-502.877	932.804	1448.223	-484.284	873.540	1430.938	-465.196	876.476
49	0.48000	1196.592	-528.721	1406.457	1160.349	-596.414	1100.455	1329.353	-502.897	932.784	1448.153	-484.229	873.515	1430.923	-465.167	876.456
50	0.49000	1196.586	-528.702	1406.445	1160.319	-596.416	1100.453	1329.407	-502.903	932.845	1448.177	-484.224	873.511	1430.943	-465.206	876.481
51	0.50000	1196.592	-528.700	1406.431	1160.305	-596.422	1100.473	1329.414	-502.891	932.838	1448.223	-484.297	873.579	1430.949	-465.192	876.474
52	0.51000	1196.573	-528.705	1406.426	1160.336	-596.382	1100.441	1329.409	-502.941	932.803	1448.223	-484.274	873.518	1430.931	-465.200	876.462
53	0.52000	1196.611	-528.684	1406.421	1160.315	-596.385	1100.415	1329.396	-502.930	932.786	1448.225	-484.227	873.517	1430.927	-465.228	876.406
54	0.53000	1196.624	-528.640	1406.391	1160.317	-596.335	1100.409	1329.414	-502.902	932.789	1448.236	-484.319	873.549	1430.934	-465.160	876.442
55	0.54000	1196.623	-528.655	1406.362	1160.324	-596.326	1100.384	1329.355	-502.899	932.776	1448.205	-484.221	873.517	1430.942	-465.197	876.449
56	0.55000	1196.628	-528.653	1406.372	1160.287	-596.388	1100.393	1329.364	-502.914	932.759	1448.180	-484.241	873.501	1430.942	-465.220	876.483
57	0.56000	1196.603	-528.688	1406.359	1160.276	-596.378	1100.401	1329.368	-502.912	932.794	1448.207	-484.256	873.533	1430.985	-465.209	876.494
58	0.57000	1196.588	-528.708	1406.374	1160.293	-596.374	1100.333	1329.454	-502.921	932.804	1448.176	-484.273	873.510	1430.967	-465.240	876.492
59	0.58000	1196.624	-528.671	1406.322	1160.258	-596.361	1100.337	1329.445	-502.912	932.804	1448.216	-484.250	873.497	1430.963	-465.189	876.494
60	0.59000	1196.627	-528.651	1406.300	1160.230	-596.346	1100.292	1329.384	-502.920	932.750	1448.259	-484.304	873.555	1430.961	-465.188	876.441
61	0.60000	1196.634	-528.681	1406.269	1160.225	-596.353	1100.283	1329.377	-502.899	932.731	1448.130	-484.231	873.464	1430.970	-465.205	876.455
62	0.61000	1196.640	-528.685	1406.255	1160.199	-596.341	1100.296	1329.327	-502.878	932.701	1448.208	-484.219	873.514	1430.959	-465.152	876.483
63	0.62000	1196.628	-528.661	1406.236	1160.164	-596.335	1100.277	1329.402	-502.902	932.752	1448.180	-484.244	873.521	1430.978	-465.228	876.494
64	0.63000	1196.628	-528.709	1406.188	1160.147	-596.347	1100.202	1329.407	-502.895	932.731	1448.270	-484.313	873.539	1430.966	-465.219	876.481
65	0.64000	1196.592	-528.699	1406.187	1160.142	-596.327	1100.191	1329.415	-502.930	932.736	1448.187	-484.246	873.531	1430.956	-465.210	876.441
66	0.65000	1196.612	-528.714	1406.115	1160.121	-596.305	1100.156	1329.373	-502.922	932.711	1448.188	-484.245	873.482	1430.962	-465.206	876.470
67	0.66000	1196.611	-528.734	1406.097	1160.095	-596.267	1100.102	1329.382	-502.868	932.704	1448.188	-484.266	873.498	1430.916	-465.226	876.446
68	0.67000	1196.597	-528.729	1406.083	1160.082	-596.276	1100.118	1329.373	-502.862	932.694	1448.196	-484.254	873.497	1430.968	-465.232	876.434
69	0.68000	1196.602	-528.750	1406.073	1160.065	-596.294	1100.129	1329.357	-502.860	932.710	1448.167	-484.249	873.485	1430.921	-465.185	876.436
70	0.69000	1196.594	-528.768	1406.071	1160.068	-596.279	1100.117	1329.356	-502.863	932.695	1448.166	-484.250	873.482	1430.959	-465.159	876.472
71	0.70000	1196.548	-528.741	1406.070	1160.044	-596.241	1100.102	1329.347	-502.902	932.678	1448.247	-484.316	873.551	1430.964	-465.184	876.466
72	0.71000	1196.565	-528.765	1406.090	1160.034	-596.301	1100.090	1329.371	-502.873	932.717	1448.209	-484.281	873.523	1430.938	-465.207	876.441
73	0.72000	1196.535	-528.809	1406.032	1160.030	-596.312	1100.109	1329.392	-502.885	932.706	1448.116	-484.271	873.486	1430.979	-465.207	876.457
74	0.73000	1196.536	-528.818	1406.017	1160.023	-596.269	1100.065	1329.370	-502.876	932.669	1448.186	-484.244	873.485	1430.971	-465.179	876.462
75	0.74000	1196.535	-528.815	1405.996	1160.019	-596.276	1100.055	1329.361	-502.848	932.691	1448.227	-484.283	873.517	1430.975	-465.191	876.466
76	0.75000	1196.533	-528.856	1405.992	1160.012	-596.291	1100.040	1329.344	-502.883	932.645	1448.224	-484.319	873.513	1430.944	-465.170	876.463
77	0.76000	1196.544	-528.826	1405.970	1160.022	-596.273	1100.042	1329.372	-502.872	932.660	1448.239	-484.308	873.530	1430.896	-465.181	876.410
78	0.77000	1196.483	-528.922	1405.921	1160.005	-596.342	1099.997	1329.372	-502.897	932.674	1448.200	-484.279	873.512	1430.963	-465.207	876.479
79	0.78000	1196.501	-528.887	1405.945	1159.981	-596.348	1099.997	1329.381	-502.882	932.682	1448.208	-484.266	873.515	1430.931	-465.182	876.492
80	0.79000	1196.442	-529.009	1405.980	1159.986	-596.366	1099.970	1329.399	-502.920	932.710	1448.188	-484.266	873.501	1430.926	-465.213	876.455
81	0.80000	1196.483	-528.925	1405.899	1159.963	-596.393	1099.959	1329.369	-502.909	932.664	1448.180	-484.272	873.479	1430.964	-465.186	876.460
82	0.81000	1196.414	-529.065	1405.874	1159.965	-596.412	1099.928	1329.323	-502.855	932.669	1448.159	-484.247	873.484	1430.968	-465.173	876.440
83	0.82000	1196.392	-529.133	1405.838	1159.977	-596.411	1099.901	1329.316	-502.878	932.660	1448.183	-484.231	873.491	1430.921	-465.133	876.428
84	0.83000	1196.384	-529.127	1405.816	1159.950	-596.427	1099.875	1329.308	-502.870	932.633	1448.205	-484.262	873.492	1430.938	-465.175	876.463
85	0.84000	1196.401	-529.146	1405.767	1159.927	-596.462	1099.902	1329.351	-502.914	932.689	1448.276	-484.313	873.574	1430.987	-465.226	876.480
86	0.85000	1196.376	-529.159	1405.747	1159.941	-596.481	1099.870	1329.334	-502.890	932.659	1448.242	-484.271	873.542	1430.941	-465.183	876.460
87	0.86000	1196.378	-529.151	1405.720	1159.950	-596.476	1099.809	1329.335	-502.863	932.670	1448.237	-484.247	873.526	1430.942	-465.177	876.455
88	0.87000	1196.326	-529.145	1405.675	1159.907	-596.495	1099.803	1329.256	-502.864	932.652	1448.231	-484.281	873.521	1430.918	-465.202	876.431
89	0.88000	1196.321	-529.041	1405.554	1159.938	-596.540	1099.777	1329.309	-502.894	932.672	1448.218	-484.305	873.516	1430.954	-465.193	876.470
90	0.89000	1196.304	-528.983	1405.503	1159.889	-596.564	1099.782	1329.303	-502.855	932.646	1448.254	-484.314	873.523	1430.933	-465.193	876.420
91	0.90000	1196.126	-529.121	1405.584	1159.898	-596.564	1099.759	1329.331	-502.859	932.705	1448.212	-484.239	873.518	1430.945	-465.183	876.441
92	0.91000	1196.001	-529.072	1405.538	1159.840	-596.567	1099.723	1329.325	-502.881	932.750	1448.245	-484.280	873.563	1430.974	-465.182	876.475
93	0.92000	1195.824	-529.095	1405.488	1159.812	-596.581	1099.675	1329.297	-502.906	932.792	1448.196	-484.254	873.544	1430.984	-465.208	876.488
94	0.93000	1195.623	-529.113	1405.422	1159.769	-596.585	1099.660	1329.319	-502.885	932.778	1448.262	-484.317	873.568	1430.945	-465.185	876.452
95	0.94000	1195.398	-529.041	1405.349	1159.672	-596.608	1099.613	1329.262	-502.902	932.785	1448.205	-484.228	873.509	1430.996	-465.180	876.479
96	0.95000	1195.218	-528.977	1405.251	1159.542	-596.609	1099.554	1329.215	-502.864	932.787	1448.190	-484.215	873.501	1430.928	-465.149	876.493
97	0.96000	1194.958	-528.995	1405.194	1159.387	-596.609	1099.470	1329.183	-502.875	932.834	1448.216	-484.260	873.511	1430.963	-465.142	876.478
98	0.97000	1194.677	-529.000	1405.123	1159.208	-596.620	1099.346	1329.190	-502.907	932.881	1448.212	-484.206	873.538	1430.907	-465.149	876.466
99	0.98000	1194.361	-529.025	1405.035	1159.017	-596.555	1099.256	1329.193	-502.893	932.976	1448.222	-484.218	873.570	1430.971	-465.140	876.508
100	0.99000	1194.024	-529.061	1404.932	1158.787	-596.520	1099.175	1329.206	-502.935	932.999	1448.208	-484.230	873.547	1430.983	-465.166	876.525
101	1.00000	1193.720	-529.070	1404.837	1158.553	-596.471	1099.091	1329.172	-502.934	933.087	1448.143	-484.226	873.522	1430.913	-465.128	876.475
102	1.01000	1193.367	-529.028	1404.691	1158.328	-596.379	1098.954	1329.134	-502.982	933.127	1448.176	-484.231	873.508	1430.937	-465.134	876.484
103	1.02000	1193.053	-529.045	1404.561	1158.107	-596.286	1098.833	1329.234	-503.141	933.269	1448.258	-484.206	873.509	1430.950	-465.144	876.504
104	1.03000	1192.761	-529.035	1404.444	1157.910	-596.007	1098.518	1329.164	-503.163	933.345	1448.279	-484.263	873.551	1430.928	-465.136	876.453
105	1.04000	1192.440	-529.031	1404.273	1157.620	-595.980	1098.355	1329.261	-503.273	933.535	1448.268	-484.235	873.494	1430.981	-465.133	876.533
106	1.05000	1192.196	-529.091	1404.149	1157.251	-595.909	1098.214	1329.430	-503.434	933.880	1448.294	-484.199	873.512	1430.979	-465.150	876.519
107	1.06000	1192.008	-529.079	1403.955	1156.975	-595.930	1098.047	1329.489	-503.534	934.149	1448.370	-484.201	873.527	1431.026	-465.154	876.560
108	1.07000	1191.903	-529.087	1403.783	1156.704	-595.992	1097.948	1329.482	-503.574	934.275	1448.353	-484.194	873.491	1431.023	-465.132	876.546
109	1.08000	1191.788	-529.097	1403.629	1156.448	-596.121	1097.825	1329.397	-503.557	934.426	1448.433	-484.150	873.470	1430.989	-465.096	876.503
110	1.09000	1191.731	-529.115	1403.506	1156.270	-596.223	1097.736	1329.267	-503.622	934.543	1448.470	-484.154	873.440	1431.009	-465.102	876.550
111	1.10000	1191.604	-529.196	1403.314	1156.070	-596.594	1097.798	1329.218	-503.745	934.701	1448.567	-484.088	873.440	1431.090	-465.037	876.565
112	1.11000	1191.541	-529.252	1403.117	1155.988	-596.854	1097.754	1329.238	-503.800	934.801	1448.802	-483.901	873.412	1431.080	-465.051	876.545
113	1.12000	1191.485	-529.361	1402.901	1155.931	-597.115	1097.693	1329.218	-503.799	934.875	1448.859	-483.737	873.229	1431.145	-465.053	876.613
114	1.13000	1191.471	-529.418	1402.754	1155.871	-597.298	1097.626	1329.242	-503.815	934.935	1449.161	-483.469	873.192	1431.173	-465.004	876.564
115	1.14000	1191.484	-529.435	1402.551	1155.922	-597.489	1097.568	1329.428	-504.059	935.104	1449.416	-483.239	872.963	1431.164	-464.978	876.493
116	1.15000	1191.554	-529.480	1402.357	1155.968	-597.638	1097.481	1329.590	-504.102	935.146	1449.678	-482.905	872.672	1431.109	-464.694	876.309
117	1.16000	1191.550	-529.612	1402.186	1156.050	-597.826	1097.427	1329.841	-504.232	935.276	1450.051	-482.762	872.441	1431.362	-464.683	876.348
118	1.17000	1191.685	-529.658	1402.001	1156.180	-598.037	1097.352	1330.136	-504.348	935.445	1450.414	-482.452	872.042	1431.687	-464.690	876.363
119	1.18000	1191.829	-529.650	1401.795	1156.369	-598.251	1097.249	1330.516	-504.512	935.636	1451.212	-482.252	872.048	1432.111	-464.719	876.394
120	1.19000	1192.085	-529.613	1401.635	1156.717	-598.540	1097.256	1330.963	-504.594	935.809	1451.708	-482.148	871.787	1432.638	-464.743	876.445
121	1.20000	1192.301	-529.655	1401.464	1157.164	-598.742	1097.280	1331.676	-504.649	936.122	1452.461	-481.936	871.617	1433.166	-464.813	876.401
122	1.21000	1192.622	-529.608	1401.356	1157.676	-599.025	1097.165	1332.527	-504.893	936.448	1453.086	-481.711	871.304	1433.864	-465.062	876.406
123	1.22000	1192.924	-529.723	1401.319	1158.216	-599.210	1097.103	1333.321	-505.045	936.701	1453.987	-481.525	871.258	1434.384	-465.165	876.372
124	1.23000	1193.242	-529.735	1401.268	1158.887	-599.401	1097.196	1333.935	-505.080	936.731	1454.694	-481.544	870.991	1435.032	-465.187	876.363
125	1.24000	1193.702	-529.740	1401.185	1159.671	-599.827	1097.278	1334.736	-505.380	936.934	1455.324	-481.456	870.688	1436.027	-465.157	876.411
126	1.25000	1194.046	-529.874	1401.110	1160.415	-599.936	1097.253	1336.038	-505.404	937.433	1456.432	-481.345	870.894	1436.999	-465.137	876.365
127	1.26000	1194.526	-529.928	1400.967	1161.506	-600.198	1097.210	1337.229	-505.615	937.693	1457.496	-481.406	871.041	1437.808	-465.161	876.361
128	1.27000	1195.014	-529.974	1400.946	1162.533	-600.344	1097.162	1338.408	-505.610	937.878	1458.375	-481.469	870.625	1438.979	-465.152	876.473
129	1.28000	1195.534	-530.036	1400.873	1163.659	-600.750	1097.314	1339.698	-505.615	938.158	1459.694	-481.187	870.867	1440.184	-464.962	876.372
130	1.29000	1196.148	-530.053	1400.716	1164.807	-600.927	1097.141	1341.014	-505.679	938.164	1460.881	-480.789	870.740	1441.420	-464.780	876.421
131	1.30000	1196.823	-530.019	1400.636	1166.226	-601.246	1097.110	1342.550	-505.461	938.439	1462.479	-480.741	870.964	1442.756	-464.647	876.364
132	1.31000	1197.467	-530.045	1400.543	1167.557	-601.691	1097.061	1343.889	-505.503	938.536	1463.944	-480.508	870.991	1444.330	-464.486	876.439
133	1.32000	1198.172	-530.035	1400.460	1169.194	-601.821	1096.902	1345.496	-505.483	938.692	1465.673	-480.365	871.167	1445.782	-464.167	876.270
134	1.33000	1198.901	-530.089	1400.373	1170.839	-602.005	1096.839	1347.201	-505.196	938.752	1467.157	-480.024	870.920	1447.375	-463.863	876.321
135	1.34000	1199.704	-530.087	1400.274	1172.584	-602.057	1096.609	1348.843	-505.082	938.793	1468.817	-479.437	870.831	1449.176	-463.184	876.249
136	1.35000	1200.546	-530.239	1400.290	1174.269	-602.114	1096.510	1350.933	-504.667	939.165	1470.379	-479.038	870.490	1450.963	-462.634	876.372
137	1.36000	1201.319	-530.234	1400.253	1176.325	-602.030	1096.182	1352.774	-504.250	939.484	1472.356	-478.439	870.685	1452.765	-462.072	876.265
138	1.37000	1202.195	-530.268	1400.203	1178.321	-602.218	1096.115	1355.113	-503.916	939.633	1474.635	-477.650	871.025	1454.795	-461.621	876.349
139	1.38000	1203.137	-530.261	1400.102	1180.337	-602.443	1096.088	1356.739	-503.224	939.291	1476.501	-477.015	870.930	1456.728	-461.012	876.566
140	1.39000	1204.040	-530.294	1399.984	1182.481	-602.603	1096.028	1358.933	-503.067	939.360	1478.361	-476.072	870.666	1458.629	-459.908	876.339
141	1.40000	1205.062	-530.220	1399.837	1184.751	-602.470	1095.800	1361.250	-502.372	939.709	1480.615	-475.006	870.909	1460.940	-458.913	876.438
142	1.41000	1206.105	-530.215	1399.733	1187.033	-602.493	1095.535	1363.723	-501.747	939.923	1482.841	-473.885	870.973	1463.079	-458.000	876.546
143	1.42000	1207.111	-530.333	1399.671	1189.454	-602.316	1095.240	1365.714	-501.307	939.926	1484.988	-472.897	870.867	1465.086	-456.803	876.412
144	1.43000	1208.184	-530.352	1399.559	1191.874	-602.203	1094.996	1367.957	-500.561	939.794	1487.346	-471.409	870.961	1467.132	-455.745	876.397
145	1.44000	1209.326	-530.410	1399.366	1194.366	-601.977	1094.697	1370.565	-499.217	940.044	1489.531	-470.535	870.878	1469.455	-454.618	876.437
146	1.45000	1210.601	-530.307	1399.114	1196.967	-601.778	1094.413	1372.943	-498.587	939.856	1492.121	-469.003	871.073	1471.757	-453.249	876.416
147	1.46000	1211.857	-530.415	1398.927	1199.523	-601.735	1094.279	1375.394	-498.072	939.781	1494.471	-467.656	870.966	1474.350	-451.974	876.555
148	1.47000	1213.097	-530.431	1398.720	1202.291	-601.311	1093.969	1378.106	-497.205	940.038	1497.002	-466.590	871.161	1476.814	-450.988	876.606
149	1.48000	1214.428	-530.436	1398.656	1205.095	-600.939	1093.577	1380.692	-496.155	939.716	1499.589	-464.944	871.119	1479.137	-449.427	876.314
150	1.49000	1215.808	-530.273	1398.370	1207.852	-600.680	1093.319	1383.178	-495.193	939.573	1502.185	-463.488	871.065	1481.129	-448.334	876.072
151	1.50000	1217.290	-530.175	1398.147	1210.669	-600.391	1093.002	1385.695	-494.142	939.387	1505.000	-462.215	871.254	1483.648	-446.950	875.971
152	1.51000	1218.730	-530.070	1397.949	1213.587	-599.835	1092.698	1388.486	-493.129	939.180	1507.339	-460.753	870.793	1486.289	-445.622	876.046
153	1.52000	1220.173	-530.002	1397.833	1216.458	-599.574	1092.666	1391.302	-492.167	939.186	1510.533	-459.391	871.481	1489.072	-444.403	876.271
154	1.53000	1221.790	-530.020	1397.705	1219.430	-599.102	1092.382	1394.203	-491.308	939.136	1512.876	-458.221	871.010	1492.607	-442.725	876.618
155	1.54000	1223.320	-529.872	1397.572	1222.522	-598.468	1091.998	1396.849	-490.047	938.758	1515.921	-456.497	871.156	1494.569	-441.628	876.173
156	1.55000	1224.919	-529.769	1397.409	1225.601	-597.806	1091.745	1399.837	-488.945	938.641	1518.661	-455.328	871.080	1497.995	-440.077	876.475
157	1.56000	1226.577	-529.679	1397.225	1228.699	-597.304	1091.561	1402.558	-487.959	938.297	1521.639	-453.688	871.168	1500.218	-438.870	876.051
158	1.57000	1228.191	-529.489	1396.996	1231.787	-596.692	1091.332	1405.654	-486.710	938.366	1524.686	-452.415	871.311	1503.007	-437.270	876.178
159	1.58000	1229.875	-529.405	1396.908	1234.952	-596.076	1090.959	1408.662	-485.616	938.237	1527.543	-450.652	871.110	1505.933	-435.934	875.998
160	1.59000	1231.634	-529.211	1396.709	1238.194	-595.364	1090.768	1411.317	-484.529	937.864	1530.649	-449.347	871.340	1508.847	-434.406	876.226
161	1.60000	1233.350	-529.040	1396.423	1241.412	-594.673	1090.453	1414.589	-483.039	938.184	1533.413	-447.652	871.094	1511.653	-432.784	876.064
162	1.61000	1235.178	-528.866	1396.181	1244.598	-594.015	1090.350	1417.628	-482.256	938.040	1536.638	-446.357	871.402	1514.950	-431.187	876.234
163	1.62000	1237.003	-528.650	1396.079	1247.791	-593.335	1090.092	1420.804	-480.968	938.050	1539.487	-444.629	871.393	1518.400	-429.744	876.458
164	1.63000	1238.826	-528.400	1395.897	1251.037	-592.687	1089.961	1423.728	-479.378	937.884	1542.414	-443.229	871.380	1521.318	-428.139	876.577
165	1.64000	1240.724	-528.281	1395.753	1254.404	-591.780	1089.824	1426.850	-478.387	937.942	1545.594	-441.515	871.591	1524.266	-426.437	876.353
166	1.65000	1242.549	-528.163	1395.657	1257.623	-591.149	1089.756	1430.229	-477.031	937.961	1548.551	-439.901	871.425	1526.996	-424.893	876.598
167	1.66000	1244.465	-528.146	1395.596	1260.908	-590.410	1089.548	1433.131	-475.887	937.800	1551.656	-438.153	871.559	1529.819	-423.562	876.294
168	1.67000	1246.351	-527.919	1395.495	1264.330	-589.688	1089.381	1436.068	-474.122	937.788	1554.786	-436.579	871.772	1532.814	-421.516	876.487
169	1.68000	1248.308	-527.692	1395.312	1267.658	-588.822	1089.295	1439.262	-473.214	937.749	1557.807	-434.616	871.847	1536.261	-419.998	876.802
