NO_OF_FRAMES	719
NO_OF_CAMERAS	10
NO_OF_MARKERS	8
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-01-28, 16:29:07.453	199044.62658890
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Wrist	Pointer	Thumb	Middle	Ring	Pinky
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Mixed
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Wrist X	Wrist Y	Wrist Z	Pointer X	Pointer Y	Pointer Z	Thumb X	Thumb Y	Thumb Z	Middle X	Middle Y	Middle Z	Ring X	Ring Y	Ring Z	Pinky X	Pinky Y	Pinky Z	
105	1.04000	1554.441	90.532	1333.500	1549.192	92.127	1028.834	1798.524	98.752	1028.286	1977.040	91.268	1001.541	1902.058	45.188	1053.771	1989.369	117.190	1006.813	1972.329	164.047	995.621	1949.247	175.643	999.991
106	1.05000	1554.511	90.582	1333.449	1549.218	92.115	1028.853	1798.505	98.773	1028.327	1976.994	91.184	1001.282	1902.118	45.268	1054.028	1989.299	117.684	1007.464	1972.673	164.706	995.375	1949.298	176.308	999.785
107	1.06000	1554.619	90.632	1333.439	1549.243	92.103	1028.899	1798.492	98.798	1028.380	1976.946	91.085	1001.086	1902.013	45.313	1054.115	1989.234	118.270	1009.321	1972.577	164.886	995.001	1949.190	176.311	999.527
108	1.07000	1554.647	90.519	1333.467	1549.261	92.087	1028.855	1798.551	98.817	1028.428	1976.918	90.987	1000.957	1901.994	45.355	1054.223	1989.039	119.017	1011.723	1972.541	164.892	994.873	1949.082	176.377	999.298
109	1.08000	1554.722	90.584	1333.437	1549.291	92.099	1028.858	1798.543	98.891	1028.557	1976.922	91.067	1000.709	1902.055	45.512	1054.575	1988.250	119.822	1015.781	1972.513	164.810	994.939	1948.683	176.383	998.995
110	1.09000	1554.847	90.573	1333.437	1549.314	92.110	1028.813	1798.533	98.864	1028.604	1976.931	91.099	1000.606	1902.040	45.602	1054.742	1987.176	121.555	1021.897	1972.528	164.560	995.300	1948.533	176.520	999.051
111	1.10000	1554.913	90.594	1333.386	1549.401	92.151	1028.839	1798.573	98.929	1028.710	1976.944	91.162	1000.538	1902.020	45.861	1054.996	1985.149	123.964	1029.021	1972.445	164.012	995.866	1947.666	176.572	998.044
112	1.11000	1555.050	90.568	1333.389	1549.385	92.113	1028.844	1798.566	99.063	1028.860	1976.894	91.627	1000.412	1901.978	45.988	1055.322	1982.804	126.162	1036.473	1972.567	163.606	997.073	1947.630	176.581	997.911
113	1.12000	1555.108	90.573	1333.357	1549.414	92.107	1028.858	1798.638	99.208	1028.873	1976.891	92.074	1000.279	1903.097	45.496	1055.713	1979.060	128.067	1043.762	1972.959	163.439	998.830	1947.581	176.535	997.725
114	1.13000	1555.137	90.593	1333.346	1549.384	92.147	1028.854	1798.542	99.132	1029.082	1976.831	92.490	1000.210	1901.558	47.104	1054.834	1974.064	130.131	1052.026	1973.073	163.217	1001.085	1947.391	176.181	997.299
115	1.14000	1555.161	90.566	1333.296	1549.382	92.105	1028.842	1798.483	99.208	1029.230	1976.948	93.537	1000.586	1901.574	47.396	1055.201	1967.917	131.695	1059.383	1973.376	162.644	1004.463	1947.271	175.755	996.904
116	1.15000	1555.246	90.559	1333.275	1549.307	92.075	1028.819	1798.451	99.363	1029.488	1977.037	94.899	1001.143	1901.444	47.549	1055.569	1961.772	133.339	1066.916	1974.014	162.622	1009.065	1947.433	175.493	996.810
117	1.16000	1555.243	90.534	1333.247	1549.286	92.065	1028.838	1798.430	99.526	1029.655	1976.924	95.873	1001.147	1901.044	47.458	1056.832	1953.954	134.325	1073.049	1972.897	161.441	1013.717	1948.088	175.631	997.286
118	1.17000	1555.308	90.511	1333.184	1549.238	92.080	1028.789	1798.442	99.744	1029.943	1976.975	97.450	1002.263	1900.996	47.556	1057.416	1945.386	134.816	1077.813	1973.662	161.501	1019.625	1949.449	176.404	998.604
119	1.18000	1555.351	90.481	1333.141	1549.212	92.052	1028.796	1798.399	99.820	1030.190	1976.748	98.121	1002.863	1900.952	47.898	1058.020	1936.103	135.107	1081.527	1972.590	160.906	1024.625	1948.993	176.151	998.286
120	1.19000	1555.390	90.454	1333.137	1549.209	92.083	1028.769	1798.371	100.004	1030.381	1976.761	99.095	1004.321	1900.901	48.001	1058.424	1927.636	134.761	1083.913	1970.983	160.212	1029.592	1949.018	176.088	998.892
121	1.20000	1555.407	90.446	1333.110	1549.180	92.046	1028.780	1798.382	100.110	1030.487	1976.594	99.179	1005.032	1900.755	48.141	1058.597	1919.011	134.361	1084.122	1969.300	159.686	1034.594	1948.831	176.133	999.433
122	1.21000	1555.476	90.393	1333.074	1549.158	91.989	1028.774	1798.360	100.137	1030.407	1976.428	99.396	1005.299	1900.631	48.151	1058.611	1911.567	133.796	1083.388	1967.685	158.881	1039.261	1948.729	176.387	1000.640
123	1.22000	1555.488	90.311	1333.046	1549.153	92.012	1028.717	1798.336	100.069	1030.401	1976.493	100.377	1005.708	1900.593	47.971	1058.401	1905.836	133.219	1082.435	1966.029	158.435	1043.176	1948.715	176.255	1001.976
124	1.23000	1555.498	90.283	1333.032	1549.130	92.032	1028.701	1798.342	99.991	1030.397	1976.432	100.823	1006.148	1900.555	47.811	1058.245	1901.744	132.438	1080.901	1964.439	157.561	1045.534	1948.590	176.368	1002.506
125	1.24000	1555.537	90.247	1333.010	1549.176	92.022	1028.666	1798.344	99.894	1030.358	1976.495	101.159	1006.176	1900.521	47.697	1058.200	1899.051	132.075	1080.146	1963.697	157.348	1047.490	1948.741	176.132	1002.933
126	1.25000	1555.555	90.189	1332.985	1549.127	91.997	1028.676	1798.334	99.871	1030.379	1976.447	101.057	1006.642	1900.433	47.607	1058.299	1896.787	131.801	1079.200	1962.940	156.896	1048.626	1948.716	175.984	1002.907
127	1.26000	1555.607	90.175	1332.992	1549.102	91.959	1028.698	1798.322	99.812	1030.364	1976.345	100.859	1007.137	1900.373	47.538	1058.362	1894.856	131.378	1078.136	1962.113	156.200	1049.750	1948.734	175.870	1002.930
128	1.27000	1555.650	90.117	1332.978	1549.075	91.947	1028.627	1798.322	99.817	1030.397	1976.220	100.909	1007.388	1900.327	47.493	1058.402	1893.144	131.400	1077.546	1961.141	155.988	1051.085	1948.659	175.802	1003.064
129	1.28000	1555.684	90.062	1333.004	1549.063	91.816	1028.669	1798.307	99.798	1030.414	1976.147	101.032	1007.766	1900.303	47.454	1058.430	1891.304	131.201	1076.721	1960.232	155.733	1052.660	1948.579	175.876	1003.422
130	1.29000	1555.714	90.021	1333.018	1549.076	91.920	1028.619	1798.322	99.752	1030.411	1976.273	101.703	1008.767	1900.283	47.444	1058.367	1889.597	130.744	1075.981	1959.422	155.358	1054.239	1948.924	175.836	1004.420
131	1.30000	1555.746	89.961	1333.004	1549.058	91.840	1028.676	1798.315	99.798	1030.337	1976.275	102.062	1009.094	1900.214	47.395	1058.274	1888.368	130.570	1075.330	1958.447	155.128	1055.279	1948.838	175.954	1004.847
132	1.31000	1555.743	89.940	1332.971	1548.987	91.788	1028.645	1798.292	99.810	1030.301	1976.175	102.171	1009.245	1900.130	47.282	1058.248	1887.725	130.511	1075.130	1957.721	155.419	1055.831	1948.777	176.126	1005.093
133	1.32000	1555.759	89.944	1332.904	1549.034	91.818	1028.622	1798.267	99.850	1030.312	1976.090	102.268	1009.298	1900.124	47.324	1058.215	1887.324	130.532	1074.969	1957.522	155.439	1056.189	1948.419	176.623	1004.778
134	1.33000	1555.786	89.896	1332.896	1548.987	91.878	1028.591	1798.274	99.854	1030.310	1976.034	102.295	1009.346	1900.062	47.290	1058.201	1887.190	130.510	1074.953	1957.475	155.071	1056.252	1948.183	176.798	1004.454
135	1.34000	1555.806	89.843	1332.889	1549.028	91.895	1028.595	1798.263	99.809	1030.274	1976.053	102.291	1009.375	1899.989	47.233	1058.108	1887.405	130.448	1075.107	1957.557	154.954	1056.114	1948.188	176.779	1004.205
136	1.35000	1555.823	89.800	1332.885	1548.982	91.878	1028.600	1798.244	99.828	1030.260	1976.033	102.237	1009.270	1899.963	47.153	1057.975	1887.733	130.415	1075.313	1957.632	154.730	1055.729	1948.391	176.463	1004.090
137	1.36000	1555.860	89.772	1332.884	1548.971	91.856	1028.611	1798.211	99.818	1030.188	1976.131	102.220	1009.317	1899.872	47.028	1057.760	1888.168	130.430	1075.765	1957.942	154.598	1055.543	1948.430	176.371	1003.810
138	1.37000	1555.872	89.677	1332.868	1548.982	91.840	1028.561	1798.202	99.788	1030.118	1976.124	102.200	1009.292	1899.848	46.917	1057.593	1888.592	130.492	1076.120	1958.309	154.498	1055.252	1948.477	176.213	1003.513
139	1.38000	1555.820	89.494	1332.946	1549.002	91.868	1028.537	1798.174	99.751	1030.080	1976.143	102.206	1009.266	1899.785	46.831	1057.437	1889.031	130.410	1076.427	1958.630	154.497	1055.005	1948.431	175.882	1003.066
140	1.39000	1555.893	89.600	1332.901	1549.008	91.809	1028.585	1798.203	99.730	1029.980	1976.122	102.137	1009.222	1899.722	46.715	1057.242	1889.560	130.334	1076.790	1958.878	154.313	1054.706	1948.465	175.459	1002.687
141	1.40000	1555.812	89.329	1332.905	1548.982	91.804	1028.544	1798.150	99.730	1029.921	1976.138	101.989	1009.095	1899.645	46.593	1057.060	1890.118	130.243	1077.185	1959.133	154.052	1054.303	1948.669	175.126	1002.657
142	1.41000	1555.809	89.183	1332.851	1548.983	91.770	1028.598	1798.150	99.692	1029.842	1976.162	101.844	1009.024	1899.512	46.289	1056.881	1890.765	130.226	1077.645	1959.696	153.779	1053.868	1948.446	175.557	1002.519
143	1.42000	1555.772	89.096	1332.848	1548.985	91.753	1028.577	1798.112	99.617	1029.775	1976.138	101.508	1008.969	1899.456	46.146	1056.774	1891.906	130.125	1078.440	1959.962	153.551	1052.960	1948.648	175.225	1002.658
144	1.43000	1555.714	88.999	1332.814	1549.004	91.775	1028.550	1798.043	99.513	1029.681	1975.981	100.820	1008.243	1899.405	46.008	1056.539	1893.703	130.038	1079.238	1960.747	153.641	1052.323	1948.215	175.949	1002.150
145	1.44000	1555.673	88.891	1332.752	1548.985	91.753	1028.577	1798.062	99.478	1029.586	1976.024	100.609	1007.701	1899.307	45.836	1056.391	1896.523	130.007	1080.909	1961.934	153.616	1051.249	1948.253	176.096	1002.074
146	1.45000	1555.629	88.809	1332.709	1548.960	91.769	1028.564	1798.028	99.465	1029.464	1976.079	100.251	1007.327	1899.230	45.659	1056.056	1900.607	130.071	1082.609	1962.568	153.667	1049.427	1948.222	176.371	1001.981
147	1.46000	1555.562	88.674	1332.703	1548.911	91.726	1028.545	1797.972	99.322	1029.200	1976.207	99.797	1006.823	1899.107	45.441	1055.584	1906.616	130.286	1085.073	1963.776	153.522	1047.826	1948.116	176.599	1001.933
148	1.47000	1555.500	88.610	1332.675	1548.952	91.803	1028.491	1797.907	99.269	1029.021	1976.068	99.034	1005.698	1899.032	45.206	1055.024	1914.324	130.407	1086.572	1964.728	153.761	1046.224	1947.766	177.143	1001.660
149	1.48000	1555.433	88.474	1332.599	1548.882	91.760	1028.508	1797.866	99.267	1028.820	1976.165	98.814	1005.192	1899.259	45.448	1053.912	1923.154	130.762	1087.123	1965.387	153.772	1044.546	1947.682	177.435	1001.697
150	1.49000	1555.342	88.360	1332.614	1548.836	91.727	1028.499	1797.896	99.228	1028.685	1976.298	98.422	1004.704	1899.088	45.173	1053.446	1932.276	130.938	1086.092	1966.370	154.008	1043.357	1947.564	177.588	1001.652
151	1.50000	1555.168	88.113	1332.627	1548.807	91.730	1028.451	1797.840	99.212	1028.565	1976.163	97.545	1003.439	1899.073	45.080	1052.929	1940.838	130.956	1083.834	1967.114	154.188	1042.144	1947.357	178.634	1001.426
152	1.51000	1555.062	87.966	1332.515	1548.839	91.704	1028.439	1797.792	99.170	1028.447	1976.123	97.489	1002.830	1899.057	45.019	1052.684	1948.319	130.835	1080.382	1967.829	154.252	1039.897	1947.289	178.901	1001.304
153	1.52000	1554.931	87.877	1332.493	1548.808	91.697	1028.440	1797.771	99.076	1028.340	1976.145	97.345	1002.325	1899.051	45.030	1052.489	1955.225	130.370	1075.743	1968.912	154.564	1037.327	1947.134	179.217	1000.770
154	1.53000	1554.849	87.820	1332.528	1548.831	91.726	1028.409	1797.793	99.131	1028.359	1976.002	96.670	1001.395	1899.036	45.064	1052.556	1961.678	129.744	1070.338	1970.353	154.624	1033.695	1946.968	179.389	999.881
155	1.54000	1554.730	87.768	1332.479	1548.835	91.680	1028.447	1797.786	99.153	1028.422	1975.940	95.991	1000.545	1898.990	45.091	1052.584	1967.779	128.828	1063.536	1970.358	153.898	1028.287	1945.726	178.786	998.025
156	1.55000	1554.654	87.672	1332.498	1548.888	91.654	1028.478	1797.800	99.235	1028.574	1975.646	94.644	999.626	1898.949	45.145	1052.753	1973.462	127.470	1055.927	1972.301	154.565	1023.128	1948.116	179.209	998.432
157	1.56000	1554.548	87.629	1332.489	1548.881	91.727	1028.445	1797.788	99.259	1028.602	1975.455	93.587	998.558	1898.851	45.186	1052.818	1977.818	125.860	1048.077	1972.688	153.927	1017.554	1949.261	179.468	998.141
158	1.57000	1554.438	87.547	1332.498	1548.880	91.741	1028.461	1797.741	99.292	1028.581	1975.168	92.439	997.106	1898.562	44.743	1053.175	1980.759	124.137	1039.933	1976.422	155.748	1014.568	1949.457	179.587	997.375
159	1.58000	1554.356	87.513	1332.485	1548.854	91.711	1028.428	1797.791	99.247	1028.577	1974.799	91.095	996.231	1898.868	45.074	1052.531	1982.920	122.758	1032.263	1975.216	154.485	1008.190	1948.998	179.593	996.359
160	1.59000	1554.244	87.400	1332.456	1548.860	91.702	1028.475	1797.756	99.249	1028.566	1974.555	89.981	995.042	1898.876	45.023	1052.344	1984.931	121.086	1025.012	1975.877	154.441	1004.810	1948.177	179.511	995.317
161	1.60000	1554.161	87.331	1332.458	1548.875	91.756	1028.419	1797.786	99.248	1028.580	1974.107	88.713	994.133	1898.901	44.987	1052.119	1985.848	120.053	1018.952	1974.398	154.846	1001.542	1947.288	179.368	994.472
162	1.61000	1554.030	87.270	1332.430	1548.874	91.742	1028.429	1797.736	99.279	1028.549	1973.934	88.085	993.060	1901.012	42.967	1053.804	1986.699	119.995	1013.874	1974.956	155.225	998.784	1946.627	179.189	994.048
163	1.62000	1553.905	87.169	1332.453	1548.927	91.731	1028.450	1797.759	99.262	1028.594	1973.476	87.050	992.103	1900.871	43.084	1053.608	1986.985	119.770	1008.982	1973.428	155.118	996.105	1946.486	179.000	994.268
164	1.63000	1553.810	87.094	1332.418	1548.924	91.769	1028.375	1797.749	99.267	1028.609	1973.182	86.337	991.464	1900.817	43.053	1053.479	1987.413	119.472	1005.257	1973.675	156.024	994.115	1946.444	178.423	994.123
165	1.64000	1553.753	87.019	1332.440	1548.927	91.738	1028.427	1797.782	99.299	1028.655	1972.870	85.413	990.761	1900.721	43.092	1053.520	1987.290	119.279	1001.827	1973.011	155.975	992.189	1946.501	178.591	993.931
166	1.65000	1553.646	86.921	1332.416	1548.979	91.746	1028.403	1797.739	99.253	1028.699	1972.620	84.911	990.237	1900.771	43.068	1053.701	1987.145	119.021	998.684	1972.747	156.519	990.348	1946.432	178.625	993.672
167	1.66000	1553.526	86.821	1332.418	1548.949	91.735	1028.393	1797.766	99.299	1028.777	1972.479	84.665	989.728	1899.245	44.108	1053.374	1986.596	118.636	995.966	1972.720	156.528	989.303	1946.457	178.580	993.564
168	1.67000	1553.453	86.751	1332.434	1548.982	91.650	1028.436	1797.723	99.303	1028.777	1972.135	84.071	989.384	1899.291	44.152	1053.480	1986.354	118.389	993.648	1972.001	156.180	987.746	1946.459	178.835	993.211
169	1.68000	1553.373	86.655	1332.410	1548.955	91.681	1028.446	1797.722	99.300	1028.805	1971.949	83.565	988.965	1899.187	44.204	1053.465	1986.098	117.967	991.471	1972.132	156.823	986.815	1946.431	178.935	993.125
170	1.69000	1553.275	86.557	1332.376	1548.926	91.669	1028.408	1797.757	99.282	1028.844	1971.749	83.258	988.637	1899.228	44.229	1053.546	1985.784	117.978	989.461	1971.906	156.743	986.072	1946.412	179.007	993.137
171	1.70000	1553.159	86.496	1332.397	1548.999	91.750	1028.399	1797.733	99.312	1028.845	1971.552	82.977	988.382	1899.255	44.210	1053.594	1985.420	117.429	987.607	1971.908	156.744	985.530	1946.438	178.912	993.106
172	1.71000	1553.093	86.396	1332.374	1548.978	91.675	1028.378	1797.772	99.336	1028.867	1971.477	82.941	987.960	1899.212	44.201	1053.525	1985.238	117.458	986.248	1971.858	156.793	984.781	1946.450	178.947	993.099
173	1.72000	1553.008	86.314	1332.395	1548.972	91.753	1028.352	1797.778	99.280	1028.865	1971.343	82.987	987.532	1900.903	43.072	1054.052	1985.000	117.384	985.464	1972.273	157.322	984.565	1946.444	178.877	993.063
174	1.73000	1552.965	86.224	1332.376	1548.971	91.738	1028.362	1797.793	99.311	1028.875	1972.470	81.684	988.122	1899.320	44.173	1053.515	NaN	NaN	NaN	1971.992	157.221	983.827	1946.466	178.810	992.867
175	1.74000	1552.856	86.008	1332.458	1548.998	91.709	1028.386	1797.774	99.346	1028.872	1972.273	81.749	987.827	1899.302	44.205	1053.479	NaN	NaN	NaN	1971.854	157.011	983.351	1946.432	178.451	992.877
176	1.75000	1552.750	85.895	1332.429	1549.046	91.721	1028.342	1797.801	99.336	1028.897	1972.273	81.713	987.782	1899.121	44.429	1053.347	NaN	NaN	NaN	1971.448	156.429	982.858	1946.436	178.887	992.499
177	1.76000	1552.701	85.791	1332.442	1549.001	91.713	1028.356	1797.776	99.383	1028.900	1971.257	82.896	987.147	1899.073	44.510	1053.351	NaN	NaN	NaN	1971.506	156.410	982.585	1946.163	179.376	991.834
178	1.77000	1552.636	85.700	1332.487	1549.023	91.740	1028.326	1797.813	99.438	1029.019	1971.261	82.885	987.208	1899.108	44.464	1053.341	NaN	NaN	NaN	1971.371	156.172	982.684	1945.939	179.563	991.353
179	1.78000	1552.638	85.600	1332.464	1549.022	91.669	1028.355	1797.787	99.442	1029.006	1971.275	82.970	987.236	1899.153	44.425	1053.320	NaN	NaN	NaN	1971.333	156.110	982.773	1946.090	179.091	991.527
180	1.79000	1552.551	85.551	1332.469	1549.020	91.730	1028.324	1797.756	99.351	1028.910	1971.354	82.896	987.338	1899.163	44.461	1053.280	NaN	NaN	NaN	1971.421	156.198	982.989	1946.943	177.608	992.826
181	1.80000	1552.496	85.393	1332.475	1548.973	91.637	1028.345	1797.778	99.294	1028.913	1971.300	83.005	987.205	1899.169	44.441	1053.252	NaN	NaN	NaN	1971.435	156.255	983.040	1946.223	178.153	991.716
182	1.81000	1552.433	85.349	1332.475	1549.022	91.623	1028.329	1797.765	99.361	1028.936	1971.313	83.055	987.093	1899.155	44.395	1053.253	NaN	NaN	NaN	1971.438	156.254	982.972	1946.083	178.027	991.597
183	1.82000	1552.346	85.212	1332.363	1548.997	91.640	1028.314	1797.782	99.300	1028.908	1971.273	83.048	987.034	1899.158	44.411	1053.208	NaN	NaN	NaN	1971.382	156.160	982.858	1946.081	177.982	991.531
184	1.83000	1552.275	85.068	1332.294	1548.996	91.623	1028.275	1797.763	99.306	1028.869	1971.199	82.972	986.947	1899.229	44.370	1053.214	NaN	NaN	NaN	1971.221	155.937	982.775	1946.161	177.961	991.558
185	1.84000	1552.171	84.845	1332.344	1548.995	91.613	1028.318	1797.787	99.297	1028.889	1971.181	82.986	987.002	1899.197	44.371	1053.163	NaN	NaN	NaN	NaN	NaN	NaN	1946.265	177.907	991.720
186	1.85000	1552.154	84.747	1332.359	1548.996	91.641	1028.298	1797.785	99.275	1028.864	1971.187	82.962	987.038	1899.582	44.486	1052.735	NaN	NaN	NaN	NaN	NaN	NaN	1946.308	177.692	991.751
187	1.86000	1552.097	84.700	1332.319	1549.015	91.637	1028.263	1797.757	99.302	1028.856	1971.270	83.176	986.919	1899.568	44.517	1052.692	NaN	NaN	NaN	NaN	NaN	NaN	1946.332	177.658	991.775
188	1.87000	1552.071	84.653	1332.303	1548.994	91.617	1028.271	1797.739	99.317	1028.843	1971.283	83.201	987.029	1899.207	44.327	1053.002	NaN	NaN	NaN	NaN	NaN	NaN	1946.858	177.419	992.739
189	1.88000	1551.979	84.562	1332.247	1548.969	91.655	1028.233	1797.778	99.308	1028.829	1971.345	83.398	987.046	1899.462	44.208	1053.128	NaN	NaN	NaN	NaN	NaN	NaN	1946.384	177.679	992.017
190	1.89000	1551.947	84.511	1332.282	1548.993	91.626	1028.308	1797.769	99.313	1028.844	1971.383	83.446	987.235	1899.497	44.096	1053.132	NaN	NaN	NaN	NaN	NaN	NaN	1946.739	178.057	992.310
191	1.90000	1551.847	84.455	1332.246	1549.018	91.656	1028.249	1797.764	99.286	1028.831	1971.360	83.508	987.245	1899.526	44.121	1053.102	NaN	NaN	NaN	NaN	NaN	NaN	1946.552	177.934	991.926
192	1.91000	1551.791	84.304	1332.149	1548.967	91.634	1028.292	1797.765	99.303	1028.832	1971.341	83.508	987.174	1899.528	44.133	1053.159	NaN	NaN	NaN	NaN	NaN	NaN	1946.605	177.693	991.968
193	1.92000	1551.725	84.244	1332.142	1548.969	91.630	1028.224	1797.725	99.312	1028.848	1971.342	83.428	987.211	1899.457	44.150	1053.198	NaN	NaN	NaN	NaN	NaN	NaN	1946.614	177.574	991.933
194	1.93000	1551.712	84.212	1332.132	1548.974	91.555	1028.285	1797.698	99.315	1028.825	1971.334	83.434	987.236	1901.049	43.006	1053.713	NaN	NaN	NaN	NaN	NaN	NaN	1946.691	177.506	991.893
195	1.94000	1551.634	84.116	1332.103	1548.972	91.592	1028.235	1797.755	99.284	1028.859	1971.404	83.417	987.266	1898.883	44.937	1051.869	NaN	NaN	NaN	NaN	NaN	NaN	1946.692	177.350	991.973
196	1.95000	1551.601	84.099	1332.097	1548.996	91.613	1028.239	1797.761	99.270	1028.845	1971.408	83.426	987.397	1898.900	44.880	1051.868	NaN	NaN	NaN	NaN	NaN	NaN	1946.690	177.253	991.986
197	1.96000	1551.542	84.058	1332.090	1548.923	91.579	1028.229	1797.737	99.278	1028.796	1971.473	83.458	987.492	1898.902	44.871	1051.850	NaN	NaN	NaN	NaN	NaN	NaN	1946.748	177.191	992.014
198	1.97000	1551.534	84.013	1332.093	1548.969	91.612	1028.239	1797.725	99.261	1028.793	1971.479	83.495	987.693	1899.625	44.448	1052.539	NaN	NaN	NaN	NaN	NaN	NaN	1946.781	177.153	991.982
199	1.98000	1551.501	83.992	1332.062	1548.942	91.612	1028.186	1797.747	99.244	1028.811	1971.506	83.439	987.770	1899.647	44.444	1052.513	NaN	NaN	NaN	NaN	NaN	NaN	1946.752	176.994	991.832
200	1.99000	1551.440	83.883	1332.088	1548.950	91.567	1028.240	1797.723	99.233	1028.780	1971.487	83.430	987.835	1899.654	44.458	1052.509	NaN	NaN	NaN	NaN	NaN	NaN	1946.749	176.975	991.813
201	2.00000	1551.438	83.863	1332.081	1548.970	91.579	1028.178	1797.750	99.248	1028.806	1971.529	83.449	987.772	1899.668	44.441	1052.524	NaN	NaN	NaN	NaN	NaN	NaN	1946.806	177.020	991.725
202	2.01000	1551.452	83.794	1332.055	1548.942	91.611	1028.186	1797.726	99.243	1028.784	1971.542	83.382	987.761	1899.676	44.574	1052.459	NaN	NaN	NaN	NaN	NaN	NaN	1946.850	176.966	991.805
203	2.02000	1551.422	83.745	1332.046	1548.948	91.568	1028.222	1797.738	99.265	1028.790	1971.479	83.344	987.576	1901.060	43.038	1053.514	NaN	NaN	NaN	NaN	NaN	NaN	1946.802	177.161	991.950
204	2.03000	1551.424	83.737	1332.044	1548.922	91.562	1028.190	1797.798	99.233	1028.773	1971.490	83.305	987.523	1901.074	42.993	1053.565	NaN	NaN	NaN	NaN	NaN	NaN	1946.762	177.358	992.164
205	2.04000	1551.419	83.669	1332.029	1548.970	91.554	1028.152	1797.773	99.229	1028.780	1971.468	83.308	987.465	1901.104	42.949	1053.556	NaN	NaN	NaN	NaN	NaN	NaN	1946.834	177.814	992.882
206	2.05000	1551.472	83.632	1332.031	1548.944	91.562	1028.153	1797.773	99.209	1028.743	1971.486	83.318	987.418	1901.019	43.057	1053.440	NaN	NaN	NaN	NaN	NaN	NaN	1946.822	177.931	993.137
207	2.06000	1551.485	83.581	1332.007	1548.922	91.554	1028.205	1797.805	99.215	1028.742	1971.490	83.359	987.467	1901.043	42.933	1053.510	NaN	NaN	NaN	NaN	NaN	NaN	1946.612	178.052	993.589
208	2.07000	1551.493	83.571	1332.021	1548.943	91.539	1028.135	1797.778	99.213	1028.762	1971.500	83.299	987.479	1898.998	44.827	1051.786	NaN	NaN	NaN	NaN	NaN	NaN	1946.596	177.864	993.860
209	2.08000	1551.492	83.495	1331.994	1548.967	91.460	1028.107	1797.814	99.168	1028.781	1971.554	83.365	987.411	1898.993	44.807	1051.779	NaN	NaN	NaN	NaN	NaN	NaN	1946.642	177.881	994.000
210	2.09000	1551.486	83.459	1331.979	1548.966	91.510	1028.142	1797.796	99.159	1028.752	1971.530	83.404	987.397	1898.960	44.739	1051.790	NaN	NaN	NaN	NaN	NaN	NaN	1946.595	177.964	993.969
211	2.10000	1551.527	83.421	1331.956	1548.968	91.552	1028.154	1797.822	99.156	1028.784	1971.659	83.842	987.277	1900.896	43.035	1053.417	NaN	NaN	NaN	NaN	NaN	NaN	1946.595	178.136	993.836
212	2.11000	1551.517	83.388	1331.933	1548.944	91.526	1028.093	1797.808	99.079	1028.815	1971.713	84.100	987.169	1900.924	43.030	1053.456	NaN	NaN	NaN	NaN	NaN	NaN	1946.572	178.029	993.793
213	2.12000	1551.521	83.352	1331.906	1549.009	91.592	1028.110	1797.790	99.035	1028.836	1971.861	84.300	987.556	1899.498	44.351	1052.486	NaN	NaN	NaN	NaN	NaN	NaN	1946.604	177.794	993.568
214	2.13000	1551.583	83.339	1331.947	1548.978	91.428	1028.093	1797.846	98.962	1028.894	1972.180	85.056	988.072	1899.430	44.431	1052.675	NaN	NaN	NaN	NaN	NaN	NaN	1946.958	177.800	992.919
215	2.14000	1551.603	83.294	1331.950	1548.945	91.469	1028.031	1797.834	98.943	1028.940	1972.482	86.469	988.977	1899.415	44.315	1052.989	NaN	NaN	NaN	NaN	NaN	NaN	1946.878	177.168	992.300
216	2.15000	1551.661	83.277	1331.925	1548.943	91.422	1028.014	1797.815	98.940	1028.995	1973.084	88.186	990.622	1899.415	44.281	1053.496	NaN	NaN	NaN	NaN	NaN	NaN	1946.775	176.995	993.749
217	2.16000	1551.691	83.258	1331.900	1548.921	91.431	1027.938	1797.840	98.974	1029.049	1973.368	89.834	991.521	1900.813	43.015	1055.045	NaN	NaN	NaN	NaN	NaN	NaN	1945.987	177.159	993.607
218	2.17000	1551.752	83.231	1331.910	1548.899	91.353	1027.909	1797.843	99.001	1029.190	1973.636	90.865	992.361	1898.939	44.883	1053.860	NaN	NaN	NaN	NaN	NaN	NaN	1945.601	177.171	993.981
219	2.18000	1551.755	83.228	1331.906	1548.857	91.299	1027.985	1797.803	99.027	1029.213	1973.693	91.882	993.150	1899.009	45.151	1053.907	NaN	NaN	NaN	NaN	NaN	NaN	1945.529	177.077	994.737
220	2.19000	1551.783	83.162	1331.911	1548.928	91.346	1027.926	1797.803	99.106	1029.301	1973.939	92.959	994.225	1898.759	44.827	1054.637	NaN	NaN	NaN	NaN	NaN	NaN	1945.684	176.921	995.743
221	2.20000	1551.788	83.160	1331.905	1548.841	91.290	1028.004	1797.839	99.209	1029.535	1974.246	94.274	994.993	1898.734	44.882	1054.854	NaN	NaN	NaN	NaN	NaN	NaN	1945.980	176.751	996.867
